ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,start-local-coords,end-local-coords,start-local-x,start-local-y,end-local-x,end-local-y,cluster
77A96F460101AC63,electric_bike,2023-04-19T12:05:36,2023-04-19T12:10:26,,,,,41.91,-87.65,41.91,-87.63,member,12,[356693.1230485735 582332.1678967298],[358352.4429783714 582345.5808052769],356693.1230485735,582332.1678967298,358352.4429783714,582345.5808052769,0
769DFCD8220B0514,electric_bike,2023-04-29T01:21:57,2023-04-29T01:32:43,,,,,41.91,-87.64,41.9,-87.63,member,1,[357522.7829174034 582338.825981623],[358361.54977161903 581234.8849875635],357522.7829174034,582338.825981623,358361.54977161903,581234.8849875635,0
380EF88619AA6838,electric_bike,2023-04-22T12:58:57,2023-04-22T12:59:43,,,,,41.91,-87.63,41.91,-87.63,member,12,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
9DF223FCCE0F1588,electric_bike,2023-04-22T13:01:29,2023-04-22T13:02,,,,,41.91,-87.63,41.91,-87.63,member,13,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
7E741DC4AC603A70,electric_bike,2023-04-22T13:00:14,2023-04-22T13:00:56,,,,,41.91,-87.63,41.91,-87.63,member,13,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
C931A4BC8596F0E8,electric_bike,2023-04-22T13:02:32,2023-04-22T13:02:47,,,,,41.91,-87.63,41.91,-87.63,member,13,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
CDFADCF71E30C33B,electric_bike,2023-04-22T13:04:29,2023-04-22T13:07:18,,,,,41.91,-87.63,41.91,-87.63,member,13,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
8FF75E0779301DF6,electric_bike,2023-04-22T13:09,2023-04-22T13:09:24,,,,,41.91,-87.63,41.91,-87.63,member,13,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
460A2172DA18A116,electric_bike,2023-04-20T18:49:18,2023-04-20T18:58:54,,,,,41.91,-87.64,41.91,-87.65,member,18,[357522.7829174034 582338.825981623],[356693.1230485735 582332.1678967298],357522.7829174034,582338.825981623,356693.1230485735,582332.1678967298,0
25885CE91C5E7B2F,electric_bike,2023-04-10T04:53:31,2023-04-10T05:00,,,,,41.91,-87.65,41.91,-87.64,member,4,[356693.1230485735 582332.1678967298],[357522.7829174034 582338.825981623],356693.1230485735,582332.1678967298,357522.7829174034,582338.825981623,0
D5166E415CEE33F9,electric_bike,2023-04-21T20:18:31,2023-04-21T20:23:54,,,,,41.91,-87.65,41.91,-87.64,member,20,[356693.1230485735 582332.1678967298],[357522.7829174034 582338.825981623],356693.1230485735,582332.1678967298,357522.7829174034,582338.825981623,0
5CB723ABC6F0ED68,electric_bike,2023-04-21T20:28:06,2023-04-21T20:32:57,,,,,41.91,-87.64,41.9,-87.64,member,20,[357522.7829174034 582338.825981623],[357531.76021526963 581228.1304233946],357522.7829174034,582338.825981623,357531.76021526963,581228.1304233946,0
28A45FCD87213624,electric_bike,2023-04-26T12:29:26,2023-04-26T12:33:28,,,,,41.91,-87.64,41.91,-87.63,member,12,[357522.7829174034 582338.825981623],[358352.4429783714 582345.5808052769],357522.7829174034,582338.825981623,358352.4429783714,582345.5808052769,0
0287BE9E71E02051,electric_bike,2023-04-21T16:58:46,2023-04-21T17:04:56,,,,,41.92,-87.64,41.91,-87.63,member,16,[357513.8038582541 583449.5234525988],[358352.4429783714 582345.5808052769],357513.8038582541,583449.5234525988,358352.4429783714,582345.5808052769,0
D660661305B6BE14,electric_bike,2023-04-22T13:12:36,2023-04-22T13:15:49,,,,,41.9,-87.64,41.91,-87.64,member,13,[357531.76021526963 581228.1304233946],[357522.7829174034 582338.825981623],357531.76021526963,581228.1304233946,357522.7829174034,582338.825981623,0
C2AE5811EA81CCA4,electric_bike,2023-04-26T12:24:54,2023-04-26T12:32:11,,,,,41.91,-87.64,41.9,-87.64,member,12,[357522.7829174034 582338.825981623],[357531.76021526963 581228.1304233946],357522.7829174034,582338.825981623,357531.76021526963,581228.1304233946,0
010F79CBF0D64BCF,electric_bike,2023-04-22T18:36:59,2023-04-22T18:38:04,,,,,41.91,-87.63,41.91,-87.63,member,18,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
4FF1FA22064191EC,electric_bike,2023-04-22T13:56:19,2023-04-22T14:05:05,,,,,41.92,-87.64,41.91,-87.63,member,13,[357513.8038582541 583449.5234525988],[358352.4429783714 582345.5808052769],357513.8038582541,583449.5234525988,358352.4429783714,582345.5808052769,0
8FE63E7B5C6425E6,electric_bike,2023-04-26T20:13:27,2023-04-26T20:19:05,,,,,41.91,-87.63,41.91,-87.63,member,20,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
1EFC8E1A59143E93,electric_bike,2023-04-26T20:12:44,2023-04-26T20:12:48,,,,,41.91,-87.63,41.91,-87.63,member,20,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
F27750865F5294A0,electric_bike,2023-04-11T05:43:36,2023-04-11T05:54:43,,,,,41.91,-87.63,41.91,-87.63,member,5,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
CCB935E1A421FD0C,electric_bike,2023-04-12T18:13:55,2023-04-12T18:20:18,,,,,41.9,-87.64,41.91,-87.63,member,18,[357531.76021526963 581228.1304233946],[358352.4429783714 582345.5808052769],357531.76021526963,581228.1304233946,358352.4429783714,582345.5808052769,0
484683034BFE6A6A,electric_bike,2023-04-03T21:16:01,2023-04-03T21:22:26,,,,,41.91,-87.63,41.9,-87.64,member,21,[358352.4429783714 582345.5808052769],[357531.76021526963 581228.1304233946],358352.4429783714,582345.5808052769,357531.76021526963,581228.1304233946,0
40D9ECC2EF564C04,electric_bike,2023-04-11T19:17:13,2023-04-11T19:26:52,,,,,41.91,-87.62,41.91,-87.62,member,19,[359182.1032342421 582352.432368173],[359182.1032342421 582352.432368173],359182.1032342421,582352.432368173,359182.1032342421,582352.432368173,0
338A75AF49B012F5,electric_bike,2023-04-10T11:47:23,2023-04-10T11:48:47,,,,,41.91,-87.63,41.91,-87.63,member,11,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
003A1E694E10789F,electric_bike,2023-04-21T18:43:50,2023-04-21T18:44:01,,,,,41.91,-87.63,41.91,-87.63,member,18,[358352.4429783714 582345.5808052769],[358352.4429783714 582345.5808052769],358352.4429783714,582345.5808052769,358352.4429783714,582345.5808052769,0
A6181018FFB82492,electric_bike,2023-04-05T10:26:08,2023-04-05T10:28:04,,,,,41.91,-87.63,41.91,-87.64,member,10,[358352.4429783714 582345.5808052769],[357522.7829174034 582338.825981623],358352.4429783714,582345.5808052769,357522.7829174034,582338.825981623,0
008D4B7A6E751DEE,electric_bike,2023-04-13T22:17:13,2023-04-13T22:21:29,,,,,41.91,-87.64,41.9,-87.63,member,22,[357522.7829174034 582338.825981623],[358361.54977161903 581234.8849875635],357522.7829174034,582338.825981623,358361.54977161903,581234.8849875635,0
5A71CB8A39D39C08,electric_bike,2023-04-16T19:55:43,2023-04-16T20:45,,,,,41.9,-87.64,41.91,-87.65,member,19,[357531.76021526963 581228.1304233946],[356693.1230485735 582332.1678967298],357531.76021526963,581228.1304233946,356693.1230485735,582332.1678967298,0
363C33A71C2B7364,electric_bike,2023-04-11T16:59:26,2023-04-11T17:07:47,,,,,41.91,-87.63,41.91,-87.65,member,16,[358352.4429783714 582345.5808052769],[356693.1230485735 582332.1678967298],358352.4429783714,582345.5808052769,356693.1230485735,582332.1678967298,0
