ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,cluster
B6E51CD194D4C71C,electric_bike,2023-04-30 23:18:34,2023-04-30 23:19:08,,,,,41.89,-87.62,41.89,-87.62,casual,23,15
F7159F6303082C29,electric_bike,2023-04-09 12:56:13,2023-04-09 12:57:23,,,,,41.89,-87.61,41.89,-87.61,casual,12,15
7572C818FF2D9FC4,electric_bike,2023-04-09 12:57:58,2023-04-09 13:22:17,,,,,41.89,-87.61,41.88,-87.62,casual,12,15
FDB1FE5DDCD8E801,electric_bike,2023-04-09 16:27:44,2023-04-09 16:32:34,,,,,41.89,-87.62,41.89,-87.62,casual,16,15
541FA20CB47C118E,electric_bike,2023-04-09 16:00:06,2023-04-09 16:01:02,,,,,41.89,-87.61,41.89,-87.61,casual,16,15
FDBB21F54FEFE5FF,electric_bike,2023-04-09 16:02:03,2023-04-09 16:44:43,,,,,41.89,-87.61,41.89,-87.63,casual,16,15
3C21BB439676AEE8,electric_bike,2023-04-09 12:40:19,2023-04-09 12:43:49,,,,,41.89,-87.62,41.89,-87.62,casual,12,15
DFB5B65921A6B696,electric_bike,2023-04-09 16:17:16,2023-04-09 16:35:19,,,,,41.89,-87.61,41.88,-87.62,casual,16,15
FEB89DE847A26526,electric_bike,2023-04-10 18:33:22,2023-04-10 18:49:26,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
A8026FA32AAD6482,electric_bike,2023-04-10 16:22:15,2023-04-10 16:25:18,,,,,41.89,-87.61,41.89,-87.61,casual,16,15
C01FA9AC11FB7267,electric_bike,2023-04-10 15:48:40,2023-04-10 15:53:35,,,,,41.89,-87.61,41.89,-87.61,casual,15,15
9AAAF43FC2BB3296,electric_bike,2023-04-10 17:08:55,2023-04-10 17:14:10,,,,,41.89,-87.61,41.89,-87.62,casual,17,15
2781158D4E484DC7,electric_bike,2023-04-10 17:44:07,2023-04-10 17:45:52,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
CAB95F022A756D64,electric_bike,2023-04-10 07:59:15,2023-04-10 08:02:47,,,,,41.9,-87.62,41.89,-87.62,casual,07,15
4F698E7C9B35C293,electric_bike,2023-04-10 16:52:36,2023-04-10 17:03:28,,,,,41.89,-87.61,41.89,-87.61,casual,16,15
BDE4B694CD93A785,electric_bike,2023-04-10 18:12:17,2023-04-10 18:15:33,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
202A69670BC5DF0F,electric_bike,2023-04-09 10:08:48,2023-04-09 10:08:57,,,,,41.89,-87.62,41.89,-87.62,casual,10,15
DEF62C01B381B925,electric_bike,2023-04-09 15:59:22,2023-04-09 16:44:06,,,,,41.89,-87.61,41.89,-87.63,casual,15,15
CE5EAD0B1C077744,electric_bike,2023-04-09 15:22:02,2023-04-09 15:22:30,,,,,41.89,-87.61,41.89,-87.61,casual,15,15
9A5D9D9192147C66,electric_bike,2023-04-09 15:22:52,2023-04-09 15:34:11,,,,,41.89,-87.61,41.9,-87.63,casual,15,15
F67469E2C6A26EC5,electric_bike,2023-04-08 20:17:46,2023-04-08 20:27:13,,,,,41.89,-87.62,41.89,-87.62,casual,20,15
D8766A3B68CA145A,electric_bike,2023-04-08 21:04:53,2023-04-08 21:05:12,,,,,41.89,-87.62,41.89,-87.62,casual,21,15
2CF13CE9CDD8A7E6,electric_bike,2023-04-09 15:22:36,2023-04-09 15:28:24,,,,,41.89,-87.61,41.89,-87.62,casual,15,15
31C8E51D259C85D8,electric_bike,2023-04-09 12:40:08,2023-04-09 12:56:02,,,,,41.89,-87.61,41.89,-87.61,casual,12,15
1A6264DA34181D25,electric_bike,2023-04-09 17:58:40,2023-04-09 18:07:22,,,,,41.9,-87.62,41.9,-87.62,casual,17,15
CA2B147FA300E748,electric_bike,2023-04-08 19:38:20,2023-04-08 19:40:11,,,,,41.89,-87.61,41.89,-87.61,casual,19,15
814DE72CA3800CF2,electric_bike,2023-04-08 21:10:39,2023-04-08 21:18:47,,,,,41.89,-87.62,41.89,-87.62,casual,21,15
AFAFACC951981BC3,electric_bike,2023-04-09 15:50:23,2023-04-09 15:56:01,,,,,41.89,-87.61,41.89,-87.61,casual,15,15
1FF09A6AB3B117A5,electric_bike,2023-04-08 19:53:32,2023-04-08 20:06:36,,,,,41.89,-87.63,41.89,-87.62,casual,19,15
320F027E7E85ACF8,electric_bike,2023-04-20 17:21:40,2023-04-20 17:22:15,,,,,41.89,-87.62,41.89,-87.62,casual,17,15
4B0F5A7D11CF0BE8,electric_bike,2023-04-20 17:14:35,2023-04-20 17:16:51,,,,,41.89,-87.62,41.89,-87.62,casual,17,15
F621E22E37AECF0F,electric_bike,2023-04-08 16:02:58,2023-04-08 16:03:43,,,,,41.89,-87.61,41.89,-87.61,casual,16,15
5BF4E3EDE72D36E6,electric_bike,2023-04-05 09:44:11,2023-04-05 09:44:14,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
F3FD3488E7928C1B,electric_bike,2023-04-05 09:46:44,2023-04-05 09:46:48,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
104543D78656B41E,electric_bike,2023-04-05 09:43:26,2023-04-05 09:43:30,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
F52A7AA00BB26DD0,electric_bike,2023-04-05 09:43:47,2023-04-05 09:43:54,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
FF50E2E22625146F,electric_bike,2023-04-05 09:45:03,2023-04-05 09:45:07,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
4687C84822DB1B52,electric_bike,2023-04-05 09:46:23,2023-04-05 09:46:30,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
97A6C0EC549E29EF,electric_bike,2023-04-05 09:39:42,2023-04-05 09:41:48,,,,,41.89,-87.62,41.89,-87.62,casual,09,15
B86EC4A1B518B08B,electric_bike,2023-04-05 14:10:51,2023-04-05 14:26:42,,,,,41.9,-87.62,41.89,-87.61,casual,14,15
87503D16EB4C3BA6,electric_bike,2023-04-11 18:27:19,2023-04-11 18:27:42,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
F5EA648CFAE93AF4,electric_bike,2023-04-11 18:28:18,2023-04-11 18:28:23,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
E995F1D725B27417,electric_bike,2023-04-10 19:50:22,2023-04-10 20:03:31,,,,,41.89,-87.62,41.89,-87.63,casual,19,15
F62FAADD322B9CA9,electric_bike,2023-04-10 22:43:46,2023-04-10 22:44:02,,,,,41.89,-87.61,41.89,-87.61,casual,22,15
B43BB0FFCE8A6CC9,electric_bike,2023-04-10 19:49:41,2023-04-10 20:03:32,,,,,41.89,-87.62,41.89,-87.63,casual,19,15
1B8F4C692E93B432,electric_bike,2023-04-11 17:41:16,2023-04-11 18:49:24,,,,,41.89,-87.61,41.88,-87.62,casual,17,15
D5B4E77ED99E81E2,electric_bike,2023-04-11 17:35:09,2023-04-11 17:40:21,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
620635A0CD74734E,electric_bike,2023-04-22 09:29:27,2023-04-22 09:29:50,,,,,41.9,-87.62,41.9,-87.62,casual,09,15
E2B984F76D494F14,electric_bike,2023-04-21 19:00:06,2023-04-21 19:00:23,,,,,41.9,-87.62,41.9,-87.62,casual,19,15
77EC6B6EE90CB8EF,electric_bike,2023-04-22 12:57:21,2023-04-22 12:57:39,,,,,41.9,-87.62,41.9,-87.62,casual,12,15
8CA5F59C30102337,electric_bike,2023-04-21 20:55:19,2023-04-21 20:58:19,,,,,41.89,-87.62,41.89,-87.62,casual,20,15
521D810A0ADB878E,electric_bike,2023-04-29 09:06:52,2023-04-29 10:12:48,,,,,41.89,-87.63,41.89,-87.61,casual,09,15
E82C114D063F6F3D,electric_bike,2023-04-28 21:57:43,2023-04-28 22:04:18,,,,,41.9,-87.62,41.89,-87.63,casual,21,15
2BB889118281A488,electric_bike,2023-04-29 18:33:11,2023-04-29 18:51:45,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
03E839FCE64A9D74,electric_bike,2023-04-29 18:32:05,2023-04-29 18:32:20,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
EBB02A41AF92104C,electric_bike,2023-04-11 17:10:05,2023-04-11 17:10:58,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
C1C9234ECC455BB4,electric_bike,2023-04-19 19:37:23,2023-04-19 19:42:51,,,,,41.9,-87.62,41.89,-87.62,casual,19,15
CA6DA69320EEAFB0,electric_bike,2023-04-13 14:12:18,2023-04-13 14:20:13,,,,,41.89,-87.62,41.89,-87.62,casual,14,15
4BDD95B795BA033F,electric_bike,2023-04-13 18:33:27,2023-04-13 18:33:55,,,,,41.9,-87.62,41.9,-87.62,casual,18,15
56181110092371BC,electric_bike,2023-04-13 15:35:04,2023-04-13 15:39:24,,,,,41.9,-87.62,41.89,-87.62,casual,15,15
5E8F0AE3B1D8EA06,electric_bike,2023-04-08 14:59:52,2023-04-08 15:00:05,,,,,41.89,-87.61,41.89,-87.61,casual,14,15
0345409D27EDD84E,electric_bike,2023-04-20 10:55:34,2023-04-20 11:11:02,,,,,41.89,-87.62,41.89,-87.61,casual,10,15
D985768700211C53,electric_bike,2023-04-11 17:04:14,2023-04-11 17:04:56,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
E0C09A5CDB55B194,electric_bike,2023-04-11 17:06:14,2023-04-11 17:06:26,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
597238CE172E612B,electric_bike,2023-04-10 19:39:40,2023-04-10 19:40:47,,,,,41.89,-87.61,41.89,-87.61,casual,19,15
94CE3B4E9DC2870C,electric_bike,2023-04-10 19:41:20,2023-04-10 19:41:52,,,,,41.89,-87.61,41.89,-87.61,casual,19,15
F60F0FF8BAD0894E,electric_bike,2023-04-19 01:12:22,2023-04-19 01:41:16,,,,,41.89,-87.61,41.88,-87.61,casual,01,15
F607F8465A015833,electric_bike,2023-04-04 17:27:10,2023-04-04 17:27:34,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
DFD4351625CC4652,electric_bike,2023-04-04 17:24:44,2023-04-04 17:24:47,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
70BD10086A3E6CD4,electric_bike,2023-04-15 03:13:19,2023-04-15 03:17:51,,,,,41.9,-87.62,41.9,-87.62,casual,03,15
FFC796368D9F630C,electric_bike,2023-04-15 17:53:49,2023-04-15 17:54:31,,,,,41.89,-87.62,41.89,-87.62,casual,17,15
611F35932CEBB43C,electric_bike,2023-04-15 18:57:36,2023-04-15 19:36:01,,,,,41.89,-87.61,41.88,-87.62,casual,18,15
181E6D546D98505F,electric_bike,2023-04-15 19:08:32,2023-04-15 19:36:09,,,,,41.89,-87.61,41.88,-87.62,casual,19,15
FE061C66BA14C818,electric_bike,2023-04-16 02:46:28,2023-04-16 03:03:31,,,,,41.89,-87.62,41.89,-87.61,casual,02,15
15DCE4559ABE16B8,electric_bike,2023-04-16 01:58:26,2023-04-16 02:14:55,,,,,41.9,-87.62,41.9,-87.62,casual,01,15
18D267E5C2D7269C,electric_bike,2023-04-15 14:14:26,2023-04-15 14:14:46,,,,,41.89,-87.61,41.89,-87.61,casual,14,15
13AB58FF0D98F5A9,electric_bike,2023-04-15 16:38:54,2023-04-15 16:43:55,,,,,41.9,-87.62,41.9,-87.62,casual,16,15
B2FC230BA3D781A6,electric_bike,2023-04-14 22:22:47,2023-04-14 22:37:55,,,,,41.89,-87.61,41.9,-87.62,casual,22,15
DF71B2454DAA6547,electric_bike,2023-04-14 20:38:22,2023-04-14 21:04:37,,,,,41.9,-87.62,41.89,-87.61,casual,20,15
3C1024D0F96091D2,electric_bike,2023-04-15 13:42:14,2023-04-15 13:43:09,,,,,41.89,-87.61,41.89,-87.61,casual,13,15
260E126ED1877B41,electric_bike,2023-04-15 16:14:50,2023-04-15 16:25:15,,,,,41.9,-87.62,41.89,-87.62,casual,16,15
24564C245D3C208C,electric_bike,2023-04-15 16:29:53,2023-04-15 16:45:51,,,,,41.9,-87.62,41.89,-87.61,casual,16,15
FA0E665982189247,electric_bike,2023-04-12 11:37:33,2023-04-12 11:59:57,,,,,41.89,-87.61,41.89,-87.63,casual,11,15
F9C442505D0C16EA,electric_bike,2023-04-07 15:42:19,2023-04-07 15:42:38,,,,,41.9,-87.62,41.9,-87.62,casual,15,15
620955975CDEF6A6,electric_bike,2023-04-07 14:41:01,2023-04-07 14:47:55,,,,,41.89,-87.62,41.89,-87.62,casual,14,15
F4E3F9AACF72E061,electric_bike,2023-04-07 15:20:09,2023-04-07 15:24:12,,,,,41.89,-87.62,41.89,-87.62,casual,15,15
EF9BFCB45B32ECEB,electric_bike,2023-04-04 17:29:46,2023-04-04 17:30:28,,,,,41.89,-87.62,41.89,-87.62,casual,17,15
F38F0A39E5353F69,electric_bike,2023-04-10 19:18:45,2023-04-10 20:07:17,,,,,41.89,-87.61,41.89,-87.61,casual,19,15
1E2B5D2E62A9D129,electric_bike,2023-04-13 12:32:29,2023-04-13 12:41:34,,,,,41.9,-87.62,41.89,-87.61,casual,12,15
F6C2338F7433B4FC,electric_bike,2023-04-11 19:56:59,2023-04-11 19:58:18,,,,,41.89,-87.61,41.89,-87.61,casual,19,15
6EB816A9FCD92D1A,electric_bike,2023-04-07 19:48:25,2023-04-07 19:49:00,,,,,41.9,-87.62,41.9,-87.62,member,19,15
B80CBC5E7D70D9A0,electric_bike,2023-04-07 19:47:31,2023-04-07 19:48:02,,,,,41.9,-87.62,41.9,-87.62,member,19,15
94F64570884FBBB1,electric_bike,2023-04-15 20:22:08,2023-04-15 20:22:51,,,,,41.89,-87.62,41.89,-87.63,member,20,15
1D12830D18907902,electric_bike,2023-04-26 11:59:32,2023-04-26 12:04:16,,,,,41.89,-87.62,41.89,-87.63,member,11,15
3246E4CE254C8731,electric_bike,2023-04-26 13:50:52,2023-04-26 13:55:01,,,,,41.89,-87.63,41.89,-87.62,member,13,15
D491D3C15E81E461,electric_bike,2023-04-05 14:24:27,2023-04-05 14:32:52,,,,,41.89,-87.62,41.89,-87.63,member,14,15
92B7555EA7A28259,electric_bike,2023-04-26 08:51:46,2023-04-26 08:52:00,,,,,41.89,-87.62,41.89,-87.62,member,08,15
94F41DD78B9AC7A7,electric_bike,2023-04-15 15:50:53,2023-04-15 16:03:05,,,,,41.89,-87.62,41.89,-87.61,casual,15,15
7C4894D418D43D38,electric_bike,2023-04-15 12:52:01,2023-04-15 14:06:24,,,,,41.89,-87.61,41.89,-87.62,casual,12,15
8D29FA315FECDFE1,electric_bike,2023-04-26 19:42:54,2023-04-26 19:43:16,,,,,41.89,-87.62,41.89,-87.62,member,19,15
20FBA7949EB15D45,electric_bike,2023-04-21 06:11:30,2023-04-21 06:45:41,,,,,41.9,-87.62,41.9,-87.62,member,06,15
AF3F6326F8DF35AF,electric_bike,2023-04-21 19:08:42,2023-04-21 19:10:48,,,,,41.89,-87.62,41.89,-87.62,member,19,15
388A3C1457DD80B9,electric_bike,2023-04-21 14:44:39,2023-04-21 14:58:21,,,,,41.9,-87.62,41.9,-87.62,casual,14,15
8199651B9A979296,electric_bike,2023-04-23 13:49:21,2023-04-23 13:57:52,,,,,41.89,-87.63,41.89,-87.62,member,13,15
8DC127D23D672E2B,electric_bike,2023-04-14 14:14:51,2023-04-14 15:01:03,,,,,41.89,-87.61,41.89,-87.61,member,14,15
1C7F8D6E5CF590C9,electric_bike,2023-04-13 18:36:37,2023-04-13 19:18:23,,,,,41.89,-87.61,41.88,-87.62,member,18,15
6DFC6899AEBB7D82,electric_bike,2023-04-13 18:29:50,2023-04-13 18:31:37,,,,,41.89,-87.61,41.89,-87.61,member,18,15
83704BE2FE29127E,electric_bike,2023-04-13 18:15:44,2023-04-13 18:18:24,,,,,41.89,-87.61,41.89,-87.61,member,18,15
40E694A8569A183B,electric_bike,2023-04-13 18:33:14,2023-04-13 18:35:23,,,,,41.89,-87.61,41.89,-87.61,member,18,15
ADA78FC3370F2AFD,electric_bike,2023-04-13 18:12:55,2023-04-13 18:15:17,,,,,41.89,-87.61,41.89,-87.61,member,18,15
913AE17FD6F27FFF,electric_bike,2023-04-18 13:39:18,2023-04-18 13:45:58,,,,,41.9,-87.62,41.89,-87.62,member,13,15
4C41C7039B704B03,electric_bike,2023-04-21 12:37:28,2023-04-21 12:38:53,,,,,41.89,-87.61,41.89,-87.61,member,12,15
9039C1D15440D2FB,electric_bike,2023-04-21 12:39:31,2023-04-21 12:40:17,,,,,41.89,-87.61,41.89,-87.61,member,12,15
8ADE62F9B6DBD025,electric_bike,2023-04-15 14:03:11,2023-04-15 14:14:46,,,,,41.89,-87.63,41.89,-87.61,member,14,15
1A41F9C07DE66AD1,electric_bike,2023-04-20 17:35:08,2023-04-20 17:35:44,,,,,41.89,-87.62,41.89,-87.62,member,17,15
8F931F7249591C78,electric_bike,2023-04-06 18:55:51,2023-04-06 18:57:41,,,,,41.9,-87.62,41.89,-87.62,member,18,15
A613FD17760D008A,electric_bike,2023-04-12 13:52:01,2023-04-12 13:55:00,,,,,41.9,-87.62,41.9,-87.62,member,13,15
C8D48E2AE1F38448,electric_bike,2023-04-07 12:02:45,2023-04-07 12:12:09,,,,,41.9,-87.62,41.9,-87.62,member,12,15
513F53700C1FD7F8,electric_bike,2023-04-25 12:26:33,2023-04-25 12:33:07,,,,,41.89,-87.61,41.9,-87.62,member,12,15
D78C71B2BC8D0CC4,electric_bike,2023-04-25 11:06:57,2023-04-25 11:10:14,,,,,41.9,-87.62,41.89,-87.61,member,11,15
AB32D976042B92E8,electric_bike,2023-04-12 14:18:36,2023-04-12 14:18:44,,,,,41.89,-87.62,41.89,-87.62,member,14,15
960DBD64195F8DBE,electric_bike,2023-04-13 16:30:52,2023-04-13 16:31:25,,,,,41.89,-87.62,41.89,-87.62,member,16,15
85891ECC8AA93B9C,electric_bike,2023-04-19 15:10:26,2023-04-19 15:11:23,,,,,41.89,-87.62,41.89,-87.62,member,15,15
D08D26D8349D2A1B,electric_bike,2023-04-10 18:11:18,2023-04-10 18:17:34,,,,,41.88,-87.62,41.9,-87.62,member,18,15
85B8EF905ABDE2C4,electric_bike,2023-04-15 14:24:01,2023-04-15 14:25:25,,,,,41.89,-87.61,41.89,-87.61,member,14,15
660C0FDF3BF53C84,electric_bike,2023-04-03 18:26:31,2023-04-03 18:26:42,,,,,41.89,-87.61,41.89,-87.61,member,18,15
90359D6F25E5BFC3,electric_bike,2023-04-01 22:47:08,2023-04-01 22:52:46,,,,,41.89,-87.63,41.89,-87.62,member,22,15
E6317E8BD2C089A0,electric_bike,2023-04-09 13:46:53,2023-04-09 14:51:08,,,,,41.9,-87.62,41.9,-87.62,member,13,15
DB9F7680793CF97A,electric_bike,2023-04-15 15:33:40,2023-04-15 15:40:51,,,,,41.89,-87.62,41.9,-87.62,member,15,15
14976030A442D1E9,electric_bike,2023-04-15 14:37:24,2023-04-15 14:43:31,,,,,41.9,-87.62,41.89,-87.62,member,14,15
37ED1DC1BAED4BA9,electric_bike,2023-04-30 21:26:33,2023-04-30 21:30:43,,,,,41.89,-87.62,41.89,-87.62,member,21,15
696D63E658B7B3B4,electric_bike,2023-04-02 17:12:47,2023-04-02 17:25:33,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
4E50169F127E124A,electric_bike,2023-04-02 17:26:27,2023-04-02 17:28:19,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
2F7BC41D774470BB,electric_bike,2023-04-02 17:33:34,2023-04-02 17:44:23,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
9B5965BB97095D18,electric_bike,2023-04-02 17:53:50,2023-04-02 17:54:19,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
8671EB290E184EA6,electric_bike,2023-04-02 17:54:50,2023-04-02 17:56:05,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
62F8488D7381DCA4,electric_bike,2023-04-01 22:40:36,2023-04-01 22:43:39,,,,,41.9,-87.62,41.9,-87.62,casual,22,15
DFBBBE70A9D40B8D,electric_bike,2023-04-14 18:42:37,2023-04-14 18:43:30,,,,,41.89,-87.61,41.89,-87.61,casual,18,15
1D97C9B1EC287A79,electric_bike,2023-04-14 18:43:58,2023-04-14 18:54:02,,,,,41.89,-87.61,41.9,-87.62,casual,18,15
F390CBA2509DDCB2,electric_bike,2023-04-14 16:29:47,2023-04-14 16:30:29,,,,,41.9,-87.62,41.9,-87.62,casual,16,15
E32B1771C9EEDE27,electric_bike,2023-04-14 16:18:37,2023-04-14 16:22:23,,,,,41.9,-87.62,41.9,-87.62,casual,16,15
212308C9129BCD04,electric_bike,2023-04-14 09:08:49,2023-04-14 11:44:21,,,,,41.9,-87.62,41.89,-87.61,casual,09,15
A0BF21DEB6A8F117,electric_bike,2023-04-02 16:24:30,2023-04-02 17:14:15,,,,,41.89,-87.61,41.89,-87.61,casual,16,15
BF9420503F2CF282,electric_bike,2023-04-02 15:14:09,2023-04-02 15:22:51,,,,,41.89,-87.63,41.89,-87.62,casual,15,15
234129684C96A736,electric_bike,2023-04-02 06:36:05,2023-04-02 06:44:22,,,,,41.9,-87.62,41.9,-87.62,casual,06,15
2B88498022454C26,electric_bike,2023-04-02 06:19:26,2023-04-02 06:24:48,,,,,41.9,-87.62,41.9,-87.62,casual,06,15
33AA2C770F4FA1B6,electric_bike,2023-04-02 17:52:05,2023-04-02 17:52:36,,,,,41.89,-87.61,41.89,-87.61,casual,17,15
ACDB270440F033B9,electric_bike,2023-04-11 06:23:24,2023-04-11 06:25:16,,,,,41.89,-87.62,41.89,-87.62,member,06,15
