ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,cluster
9263E02B26A2E9A1,electric_bike,2023-04-17T16:16:13,2023-04-17T16:21:06,,,,,41.9,-87.63,41.89,-87.64,member,16,84
BB9E1783E82C5CEF,electric_bike,2023-04-21T20:38:07,2023-04-21T21:49:52,,,,,41.89,-87.62,41.89,-87.63,member,20,84
4BE9FF0CC8CBA2E4,electric_bike,2023-04-10T17:43:41,2023-04-10T17:43:55,,,,,41.89,-87.63,41.89,-87.63,member,17,84
38293B8C90B0FB96,electric_bike,2023-04-12T08:51:36,2023-04-12T08:54:12,,,,,41.89,-87.63,41.89,-87.63,member,8,84
B7388562B80E7D70,electric_bike,2023-04-18T17:00:28,2023-04-18T17:07:13,,,,,41.89,-87.62,41.89,-87.63,member,17,84
13C89A74C519FF67,electric_bike,2023-04-03T13:31:46,2023-04-03T13:45:01,,,,,41.89,-87.63,41.89,-87.63,member,13,84
4725BE9FC93C171D,electric_bike,2023-04-14T16:48:48,2023-04-14T16:54:55,,,,,41.89,-87.62,41.89,-87.63,member,16,84
6C23F228762012E1,electric_bike,2023-04-20T16:34:46,2023-04-20T16:35:53,,,,,41.89,-87.63,41.89,-87.63,member,16,84
68D66AEA69DBEB36,electric_bike,2023-04-11T19:37:15,2023-04-11T19:43:17,,,,,41.89,-87.62,41.89,-87.63,member,19,84
46618865A2FBED1E,electric_bike,2023-04-18T18:23:31,2023-04-18T18:27:07,,,,,41.89,-87.63,41.89,-87.63,member,18,84
70FD54168F1BBB6E,electric_bike,2023-04-25T16:50:45,2023-04-25T16:59,,,,,41.89,-87.62,41.89,-87.64,member,16,84
47D58DBE585B9DC2,electric_bike,2023-04-19T13:45:35,2023-04-19T13:54:54,,,,,41.89,-87.62,41.89,-87.64,member,13,84
608782935412870A,electric_bike,2023-04-28T08:15:30,2023-04-28T08:16:22,,,,,41.89,-87.63,41.89,-87.63,member,8,84
A35E820F951D1CA1,electric_bike,2023-04-26T07:58:33,2023-04-26T08:07:45,,,,,41.9,-87.63,41.88,-87.63,member,7,84
DCE4D84E97238F08,electric_bike,2023-04-18T06:50:56,2023-04-18T07:01:02,,,,,41.9,-87.63,41.88,-87.63,member,6,84
4E5298630EC57502,electric_bike,2023-04-25T14:50:10,2023-04-25T14:54:05,,,,,41.89,-87.63,41.89,-87.64,member,14,84
6F93DDEE01CBF170,electric_bike,2023-04-20T10:11:34,2023-04-20T10:18:53,,,,,41.89,-87.63,41.88,-87.63,member,10,84
A09D086664D6E3CB,electric_bike,2023-04-20T19:43:56,2023-04-20T19:44:50,,,,,41.89,-87.63,41.89,-87.63,member,19,84
F7D916A3B6B3E050,electric_bike,2023-04-20T19:45:02,2023-04-20T19:45:27,,,,,41.89,-87.63,41.89,-87.63,member,19,84
73CB535C571E55CD,electric_bike,2023-04-13T18:45:08,2023-04-13T18:49:38,,,,,41.89,-87.62,41.89,-87.63,member,18,84
E403D04BA39F192E,electric_bike,2023-04-11T17:14:23,2023-04-11T17:18:53,,,,,41.89,-87.63,41.89,-87.63,member,17,84
A31D53BEE5ED7E50,electric_bike,2023-04-12T13:08:14,2023-04-12T13:12:11,,,,,41.89,-87.63,41.88,-87.63,member,13,84
898B6560DE2705EB,electric_bike,2023-04-13T20:38:26,2023-04-13T20:42:54,,,,,41.89,-87.63,41.88,-87.64,member,20,84
39DAB4323DA2DAAF,electric_bike,2023-04-04T14:47:44,2023-04-04T14:54:07,,,,,41.89,-87.62,41.89,-87.63,member,14,84
34641BEA8CF50F49,electric_bike,2023-04-13T13:41:56,2023-04-13T13:57:44,,,,,41.9,-87.62,41.88,-87.63,member,13,84
FC39763DADC51525,electric_bike,2023-04-11T09:05:31,2023-04-11T09:09:51,,,,,41.89,-87.63,41.89,-87.63,member,9,84
6FEA91E7CE5C2FBB,electric_bike,2023-04-24T17:52:01,2023-04-24T17:59:09,,,,,41.9,-87.63,41.88,-87.63,member,17,84
E3DE2F2C301F4464,electric_bike,2023-04-22T17:01:06,2023-04-22T17:01:25,,,,,41.89,-87.63,41.89,-87.63,member,17,84
F89751A97D35556D,electric_bike,2023-04-19T13:14:24,2023-04-19T13:16:01,,,,,41.89,-87.62,41.89,-87.63,member,13,84
A4BA5FBFC67A1340,electric_bike,2023-04-18T17:08:49,2023-04-18T17:17:54,,,,,41.89,-87.63,41.89,-87.63,member,17,84
4D63D77CCCD3C627,electric_bike,2023-04-23T01:22:44,2023-04-23T04:28:17,,,,,41.89,-87.63,41.89,-87.63,member,1,84
0A7936438B399FDB,electric_bike,2023-04-07T13:34:51,2023-04-07T13:44:51,,,,,41.89,-87.63,41.88,-87.64,casual,13,84
7470DFED19F1FAF1,electric_bike,2023-04-07T13:11:52,2023-04-07T13:20:06,,,,,41.89,-87.63,41.89,-87.63,casual,13,84
7F5632B36B4B9A66,electric_bike,2023-04-29T21:04:20,2023-04-29T21:28:54,,,,,41.89,-87.63,41.89,-87.63,member,21,84
EE2855EB09CB305B,electric_bike,2023-04-30T01:03:59,2023-04-30T01:20:59,,,,,41.89,-87.63,41.89,-87.63,member,1,84
56C67A5651D52418,electric_bike,2023-04-24T08:09:22,2023-04-24T08:13:27,,,,,41.89,-87.62,41.89,-87.63,member,8,84
5618D2B8E4D99657,electric_bike,2023-04-18T16:44:49,2023-04-18T16:47:11,,,,,41.89,-87.63,41.89,-87.63,member,16,84
FCD564442F53A6B4,electric_bike,2023-04-28T19:08:52,2023-04-28T19:10:13,,,,,41.89,-87.63,41.89,-87.63,member,19,84
8B105166A580F5A1,electric_bike,2023-04-09T18:00:30,2023-04-09T18:02:45,,,,,41.89,-87.63,41.89,-87.63,casual,18,84
E995F1D725B27417,electric_bike,2023-04-10T19:50:22,2023-04-10T20:03:31,,,,,41.89,-87.62,41.89,-87.63,casual,19,84
B43BB0FFCE8A6CC9,electric_bike,2023-04-10T19:49:41,2023-04-10T20:03:32,,,,,41.89,-87.62,41.89,-87.63,casual,19,84
DEEB08508D6D17C6,electric_bike,2023-04-21T21:58:51,2023-04-21T22:07:56,,,,,41.89,-87.63,41.89,-87.63,casual,21,84
C2ECB610D4FBE156,electric_bike,2023-04-10T19:00:20,2023-04-10T19:12:28,,,,,41.89,-87.63,41.89,-87.64,casual,19,84
F5092371E9E948D7,electric_bike,2023-04-11T14:09:42,2023-04-11T14:17:44,,,,,41.89,-87.63,41.89,-87.64,casual,14,84
7D96BDA743E8520A,electric_bike,2023-04-20T17:20:28,2023-04-20T17:20:41,,,,,41.89,-87.63,41.89,-87.63,casual,17,84
E76B393EE3170559,electric_bike,2023-04-20T00:49:12,2023-04-20T00:49:42,,,,,41.89,-87.63,41.89,-87.63,casual,0,84
5AEF89C14ACAA835,electric_bike,2023-04-11T14:11:14,2023-04-11T14:30:58,,,,,41.89,-87.62,41.88,-87.64,casual,14,84
B7F2E8F480D7869B,electric_bike,2023-04-16T12:40:38,2023-04-16T12:59:39,,,,,41.89,-87.63,41.89,-87.63,casual,12,84
44916B7E4614888C,electric_bike,2023-04-28T14:22:59,2023-04-28T14:30:33,,,,,41.89,-87.63,41.89,-87.63,casual,14,84
58A0A40799DD0F31,electric_bike,2023-04-28T14:46:53,2023-04-28T14:54:40,,,,,41.89,-87.63,41.89,-87.63,casual,14,84
CD220034DCBB3DCA,electric_bike,2023-04-04T17:31:12,2023-04-04T17:47:05,,,,,41.89,-87.62,41.88,-87.64,casual,17,84
FA50831517FA63D1,electric_bike,2023-04-11T14:54:27,2023-04-11T15:06:05,,,,,41.89,-87.61,41.88,-87.63,casual,14,84
09C28463FBC310C1,electric_bike,2023-04-12T16:20:38,2023-04-12T16:22:33,,,,,41.89,-87.63,41.89,-87.63,casual,16,84
58B4F7609F6EF57E,electric_bike,2023-04-27T17:15:32,2023-04-27T17:24:45,,,,,41.89,-87.63,41.89,-87.63,member,17,84
4C134FE55D4BCA53,electric_bike,2023-04-07T09:44:23,2023-04-07T09:55:16,,,,,41.9,-87.63,41.88,-87.63,member,9,84
95A6B682D0F05666,electric_bike,2023-04-30T19:58:34,2023-04-30T20:29:25,,,,,41.89,-87.63,41.89,-87.63,member,19,84
94F64570884FBBB1,electric_bike,2023-04-15T20:22:08,2023-04-15T20:22:51,,,,,41.89,-87.62,41.89,-87.63,member,20,84
166D0F36955B0D32,electric_bike,2023-04-12T22:35:24,2023-04-12T22:44:17,,,,,41.9,-87.63,41.89,-87.64,member,22,84
D0E910AFCE980D5D,electric_bike,2023-04-22T15:11:36,2023-04-22T15:34:30,,,,,41.9,-87.63,41.87,-87.64,member,15,84
A36ABD6EB66DCBD2,electric_bike,2023-04-05T11:18:47,2023-04-05T11:26:12,,,,,41.89,-87.63,41.89,-87.63,member,11,84
75E3B63D21609FAB,electric_bike,2023-04-21T15:43:37,2023-04-21T15:54:41,,,,,41.89,-87.62,41.88,-87.63,member,15,84
E90407A3141CDADC,electric_bike,2023-04-07T11:47:33,2023-04-07T11:55:17,,,,,41.89,-87.62,41.88,-87.63,member,11,84
1D12830D18907902,electric_bike,2023-04-26T11:59:32,2023-04-26T12:04:16,,,,,41.89,-87.62,41.89,-87.63,member,11,84
0B872AB050BFC99E,electric_bike,2023-04-26T13:50:16,2023-04-26T13:50:27,,,,,41.89,-87.63,41.89,-87.63,member,13,84
D491D3C15E81E461,electric_bike,2023-04-05T14:24:27,2023-04-05T14:32:52,,,,,41.89,-87.62,41.89,-87.63,member,14,84
49ED6B951B5BFAC0,electric_bike,2023-04-05T17:56:27,2023-04-05T17:56:36,,,,,41.89,-87.63,41.89,-87.63,member,17,84
EF63EB41E92D71F6,electric_bike,2023-04-13T19:40:34,2023-04-13T20:57:24,,,,,41.89,-87.63,41.89,-87.63,member,19,84
14CED91982C34217,electric_bike,2023-04-13T21:26:37,2023-04-14T00:26:42,,,,,41.89,-87.63,41.89,-87.63,member,21,84
95EFB14DBABD6A90,electric_bike,2023-04-20T07:42:24,2023-04-20T07:50:48,,,,,41.9,-87.63,41.88,-87.63,member,7,84
6B59A5DCAED36D27,electric_bike,2023-04-13T14:17:15,2023-04-13T14:24:16,,,,,41.89,-87.62,41.88,-87.63,member,14,84
