ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,start-local-coords,end-local-coords,start-local-x,start-local-y,end-local-x,end-local-y,cluster
52688B344D29D85C,electric_bike,2023-04-04T17:29:11,2023-04-04T17:34:13,,,,,41.89,-87.62,41.88,-87.62,member,17,[359200.57400044356 580131.0421173663],[359209.8066647358 579020.3498584018],359200.57400044356,580131.0421173663,359209.8066647358,579020.3498584018,8
986740140649D71B,electric_bike,2023-04-27T08:20:38,2023-04-27T08:24:41,,,,,41.89,-87.62,41.88,-87.62,member,8,[359200.57400044356 580131.0421173663],[359209.8066647358 579020.3498584018],359200.57400044356,580131.0421173663,359209.8066647358,579020.3498584018,8
F383328648255C6B,electric_bike,2023-04-15T22:12:21,2023-04-15T22:20:18,,,,,41.88,-87.63,41.88,-87.62,member,22,[358379.7579969846 579013.4990875969],[359209.8066647358 579020.3498584018],358379.7579969846,579013.4990875969,359209.8066647358,579020.3498584018,8
94437C379088FCD1,electric_bike,2023-04-10T16:34:58,2023-04-10T16:55:55,,,,,41.88,-87.63,41.89,-87.62,casual,16,[358379.7579969846 579013.4990875969],[359200.57400044356 580131.0421173663],358379.7579969846,579013.4990875969,359200.57400044356,580131.0421173663,8
5FA81F6387348D18,electric_bike,2023-04-12T17:10:52,2023-04-12T17:13:10,,,,,41.88,-87.62,41.88,-87.62,member,17,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
86EFE13F769FD22B,electric_bike,2023-04-24T22:13:35,2023-04-24T22:18:01,,,,,41.89,-87.62,41.88,-87.62,member,22,[359200.57400044356 580131.0421173663],[359209.8066647358 579020.3498584018],359200.57400044356,580131.0421173663,359209.8066647358,579020.3498584018,8
C94B5364D4752FEE,electric_bike,2023-04-25T08:10:11,2023-04-25T08:21:52,,,,,41.88,-87.62,41.89,-87.62,member,8,[359209.8066647358 579020.3498584018],[359200.57400044356 580131.0421173663],359209.8066647358,579020.3498584018,359200.57400044356,580131.0421173663,8
59099E38420F0DE7,electric_bike,2023-04-24T21:44:08,2023-04-24T21:50:28,,,,,41.88,-87.63,41.89,-87.62,member,21,[358379.7579969846 579013.4990875969],[359200.57400044356 580131.0421173663],358379.7579969846,579013.4990875969,359200.57400044356,580131.0421173663,8
25F9408675C60C3F,electric_bike,2023-04-01T19:37:45,2023-04-01T19:38:17,,,,,41.88,-87.62,41.88,-87.62,member,19,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
2C89AB13BAAC1D7F,electric_bike,2023-04-19T12:20:57,2023-04-19T12:27:13,,,,,41.88,-87.62,41.88,-87.63,member,12,[359209.8066647358 579020.3498584018],[358379.7579969846 579013.4990875969],359209.8066647358,579020.3498584018,358379.7579969846,579013.4990875969,8
F3189D54CE1B7DC8,electric_bike,2023-04-18T17:58:49,2023-04-18T17:58:57,,,,,41.88,-87.62,41.88,-87.62,member,17,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
02F9592B8B912D25,electric_bike,2023-04-18T08:50:30,2023-04-18T08:58:31,,,,,41.89,-87.64,41.88,-87.62,member,8,[357540.735751586 580117.4367778355],[359209.8066647358 579020.3498584018],357540.735751586,580117.4367778355,359209.8066647358,579020.3498584018,8
B6837EFD82F0263F,electric_bike,2023-04-07T08:49:07,2023-04-07T08:54:12,,,,,41.88,-87.62,41.89,-87.63,member,8,[359209.8066647358 579020.3498584018],[358370.6547779136 580124.1910816967],359209.8066647358,579020.3498584018,358370.6547779136,580124.1910816967,8
59851D4AB4E2CE39,electric_bike,2023-04-16T17:47:47,2023-04-16T17:53:24,,,,,41.88,-87.62,41.88,-87.62,casual,17,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
E5524FF955472D59,electric_bike,2023-04-16T17:24:28,2023-04-16T17:35:40,,,,,41.88,-87.62,41.88,-87.62,casual,17,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
DE283CB3A0506842,electric_bike,2023-04-12T18:57:26,2023-04-12T18:58:06,,,,,41.88,-87.62,41.88,-87.62,casual,18,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
8FEDE8A6D9075426,electric_bike,2023-04-12T18:58:53,2023-04-12T18:59:17,,,,,41.88,-87.62,41.88,-87.62,casual,18,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
8F03DC2AAEF52B04,electric_bike,2023-04-29T09:12:28,2023-04-29T09:12:50,,,,,41.88,-87.62,41.88,-87.62,member,9,[359209.8066647358 579020.3498584018],[359209.8066647358 579020.3498584018],359209.8066647358,579020.3498584018,359209.8066647358,579020.3498584018,8
