ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,hour,start-local-coords,end-local-coords,start-local-x,start-local-y,end-local-x,end-local-y,cluster
C14FC8B566D06DA8,electric_bike,2023-04-27T18:54:33,2023-04-27T19:05:50,California Ave & Division St,13256,,,41.903009833333336,-87.69763666666667,41.9,-87.67,member,18,[352746.65627419174 581525.3851102914],[355042.3926917813 581208.44713929],352746.65627419174,581525.3851102914,355042.3926917813,581208.44713929,49
19BD966020129CA5,electric_bike,2023-04-17T20:43:10,2023-04-17T20:46:27,,,,,41.9,-87.68,41.9,-87.68,member,20,[354212.6038898799 581202.0795124952],[354212.6038898799 581202.0795124952],354212.6038898799,581202.0795124952,354212.6038898799,581202.0795124952,49
CA899D758CB38504,electric_bike,2023-04-11T19:17,2023-04-11T19:22:22,,,,,41.9,-87.68,41.9,-87.67,member,19,[354212.6038898799 581202.0795124952],[355042.3926917813 581208.44713929],354212.6038898799,581202.0795124952,355042.3926917813,581208.44713929,49
84CE45C4FE1103A8,electric_bike,2023-04-20T19:20:51,2023-04-20T19:31:10,,,,,41.89,-87.66,41.9,-87.69,member,19,[355880.8982764021 580104.2183636161],[353382.81526964664 581195.8086188906],355880.8982764021,580104.2183636161,353382.81526964664,581195.8086188906,49
2214F410CAA187C0,electric_bike,2023-04-13T09:15:39,2023-04-13T09:16:31,,,,,41.9,-87.67,41.9,-87.67,member,9,[355042.3926917813 581208.44713929],[355042.3926917813 581208.44713929],355042.3926917813,581208.44713929,355042.3926917813,581208.44713929,49
B6E4875D31CA3CA6,electric_bike,2023-04-21T18:42:29,2023-04-21T18:42:41,,,,,41.9,-87.69,41.9,-87.69,member,18,[353382.81526964664 581195.8086188906],[353382.81526964664 581195.8086188906],353382.81526964664,581195.8086188906,353382.81526964664,581195.8086188906,49
EB9426426A911C3F,electric_bike,2023-04-13T17:32:14,2023-04-13T17:33:36,,,,,41.9,-87.67,41.9,-87.67,member,17,[355042.3926917813 581208.44713929],[355042.3926917813 581208.44713929],355042.3926917813,581208.44713929,355042.3926917813,581208.44713929,49
7A090517815C27ED,electric_bike,2023-04-06T07:06:30,2023-04-06T07:08:40,,,,,41.9,-87.68,41.9,-87.68,member,7,[354212.6038898799 581202.0795124952],[354212.6038898799 581202.0795124952],354212.6038898799,581202.0795124952,354212.6038898799,581202.0795124952,49
03D02CA1DE230CB5,electric_bike,2023-04-06T23:32:44,2023-04-06T23:32:59,,,,,41.89,-87.68,41.89,-87.68,member,23,[354221.06155259727 580091.3868709339],[354221.06155259727 580091.3868709339],354221.06155259727,580091.3868709339,354221.06155259727,580091.3868709339,49
16FB1765A321EEED,electric_bike,2023-04-17T10:17:21,2023-04-17T10:18:31,,,,,41.9,-87.68,41.9,-87.68,member,10,[354212.6038898799 581202.0795124952],[354212.6038898799 581202.0795124952],354212.6038898799,581202.0795124952,354212.6038898799,581202.0795124952,49
1BC18468A05379F5,electric_bike,2023-04-11T13:57:24,2023-04-11T14:03:08,,,,,41.9,-87.69,41.9,-87.69,member,13,[353382.81526964664 581195.8086188906],[353382.81526964664 581195.8086188906],353382.81526964664,581195.8086188906,353382.81526964664,581195.8086188906,49
24D6D2869CF720DF,electric_bike,2023-04-25T21:50:17,2023-04-25T21:53:51,,,,,41.89,-87.67,41.89,-87.67,member,21,[355050.9798219698 580097.7542523146],[355050.9798219698 580097.7542523146],355050.9798219698,580097.7542523146,355050.9798219698,580097.7542523146,49
086B3F16B05A1CD6,electric_bike,2023-04-07T10:00:07,2023-04-07T10:02:29,,,,,41.9,-87.69,41.9,-87.69,member,10,[353382.81526964664 581195.8086188906],[353382.81526964664 581195.8086188906],353382.81526964664,581195.8086188906,353382.81526964664,581195.8086188906,49
44A6D6A894C86D23,electric_bike,2023-04-22T03:28:22,2023-04-22T03:31:47,,,,,41.9,-87.68,41.9,-87.68,member,3,[354212.6038898799 581202.0795124952],[354212.6038898799 581202.0795124952],354212.6038898799,581202.0795124952,354212.6038898799,581202.0795124952,49
2EC1ACE75C5397C3,electric_bike,2023-04-06T17:44:59,2023-04-06T17:45:10,,,,,41.89,-87.71,41.89,-87.71,member,17,[351731.3078269642 580072.8651018069],[351731.3078269642 580072.8651018069],351731.3078269642,580072.8651018069,351731.3078269642,580072.8651018069,49
41C4F2553B65B73F,electric_bike,2023-04-21T06:32:26,2023-04-21T06:37:46,,,,,41.89,-87.67,41.89,-87.67,member,6,[355050.9798219698 580097.7542523146],[355050.9798219698 580097.7542523146],355050.9798219698,580097.7542523146,355050.9798219698,580097.7542523146,49
2174CB39CDD757DC,electric_bike,2023-04-05T21:17:59,2023-04-05T21:21:37,,,,,41.9,-87.67,41.9,-87.66,member,21,[355042.3926917813 581208.44713929],[355872.18167812953 581214.9114997296],355042.3926917813,581208.44713929,355872.18167812953,581214.9114997296,49
32F14EB132BBD314,electric_bike,2023-04-06T07:42:35,2023-04-06T07:43:19,,,,,41.9,-87.67,41.9,-87.67,member,7,[355042.3926917813 581208.44713929],[355042.3926917813 581208.44713929],355042.3926917813,581208.44713929,355042.3926917813,581208.44713929,49
6071B4504DC9BA6F,electric_bike,2023-04-08T19:18:45,2023-04-08T19:28:47,,,,,41.9,-87.69,41.9,-87.67,member,19,[353382.81526964664 581195.8086188906],[355042.3926917813 581208.44713929],353382.81526964664,581195.8086188906,355042.3926917813,581208.44713929,49
DCC20ACEB74B3B7B,electric_bike,2023-04-04T22:51:16,2023-04-04T22:57:36,,,,,41.9,-87.69,41.9,-87.67,member,22,[353382.81526964664 581195.8086188906],[355042.3926917813 581208.44713929],353382.81526964664,581195.8086188906,355042.3926917813,581208.44713929,49
7013406C4E6541E4,electric_bike,2023-04-18T11:52:57,2023-04-18T11:55:39,,,,,41.9,-87.69,41.9,-87.69,member,11,[353382.81526964664 581195.8086188906],[353382.81526964664 581195.8086188906],353382.81526964664,581195.8086188906,353382.81526964664,581195.8086188906,49
