language,html_url,date,all-commits,committer,commits
Python,https://github.com/cloudant/bigcouch,2008-03-28,2.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-03-29,5.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-03-30,10.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-03-31,13.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-01,14.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-03,15.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-04,20.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-05,21.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-07,23.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-09,24.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-10,25.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-11,26.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-14,34.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-15,37.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-17,38.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-20,40.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-21,41.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-23,44.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-04-30,47.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-01,48.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-08,49.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-13,50.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-14,51.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-15,53.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-18,56.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-19,60.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-20,63.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-22,64.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-23,79.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-24,81.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-25,88.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-26,99.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-05-29,100.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-02,104.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-03,105.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-04,108.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-05,113.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-06,125.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-07,133.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-09,137.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-10,145.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-12,147.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-13,149.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-15,162.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-16,174.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-23,180.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-24,182.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-06-25,183.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-03,186.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-06,187.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-10,189.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-15,190.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-16,192.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-17,193.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-18,194.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-22,196.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-25,203.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-27,204.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-28,205.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-07-29,208.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-01,211.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-05,219.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-07,220.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-08,222.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-11,223.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-12,224.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-14,230.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-15,233.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-18,243.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-20,248.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-21,249.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-22,251.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-24,252.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-29,254.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-30,267.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-08-31,270.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-01,271.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-02,272.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-08,275.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-09,276.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-11,280.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-13,284.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-14,285.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-15,286.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-16,288.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-17,290.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-20,291.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-21,292.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-22,293.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-23,296.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-24,298.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-25,299.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-09-30,300.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-01,302.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-02,304.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-05,308.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-06,309.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-08,311.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-09,315.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-10,316.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-11,323.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-21,328.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-22,331.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-23,340.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-24,341.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-25,353.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-26,354.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-10-31,356.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-02,358.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-03,362.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-06,364.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-07,368.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-09,369.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-11,370.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-12,371.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-14,372.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-17,374.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-18,375.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-20,376.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-21,377.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-22,378.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-11-25,380.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-02,381.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-05,382.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-09,385.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-10,386.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-11,387.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-12,389.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-16,398.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-18,400.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-19,402.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-20,408.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-22,411.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-24,412.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-27,413.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-29,415.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2008-12-30,417.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-02,419.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-03,421.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-04,425.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-05,429.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-07,437.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-08,439.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-09,444.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-10,447.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-11,450.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-12,455.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-13,457.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-14,462.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-15,467.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-16,472.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-17,475.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-19,484.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-21,488.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-22,492.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-23,497.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-24,502.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-25,503.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-26,510.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-27,512.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-29,516.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-01-30,521.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-01,525.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-02,526.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-03,527.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-04,529.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-08,531.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-09,533.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-11,535.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-12,539.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-13,543.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-14,544.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-15,546.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-16,547.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-17,548.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-18,551.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-22,558.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-24,561.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-25,563.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-26,567.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-27,569.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-02-28,570.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-02,573.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-03,575.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-04,578.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-05,582.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-06,587.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-07,589.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-08,590.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-09,591.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-10,594.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-13,595.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-15,600.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-16,607.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-17,610.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-18,614.0,rank-0,0
Python,https://github.com/cloudant/bigcouch,2009-03-19,616.0,rank-0,0
