language,html_url,date,committer,commits
Clojure,https://github.com/magnars/optimus,2013-11-07,rank-0,3.0
Clojure,https://github.com/magnars/optimus,2013-11-08,rank-0,5.0
Clojure,https://github.com/magnars/optimus,2013-11-09,rank-0,8.0
Clojure,https://github.com/magnars/optimus,2013-11-10,rank-0,13.0
Clojure,https://github.com/magnars/optimus,2013-11-11,rank-0,15.0
Clojure,https://github.com/magnars/optimus,2013-11-12,rank-0,25.0
Clojure,https://github.com/magnars/optimus,2013-11-13,rank-0,27.0
Clojure,https://github.com/magnars/optimus,2013-11-14,rank-0,27.0
Clojure,https://github.com/magnars/optimus,2013-11-15,rank-0,31.0
Clojure,https://github.com/magnars/optimus,2013-11-18,rank-0,34.0
Clojure,https://github.com/magnars/optimus,2013-11-19,rank-0,40.0
Clojure,https://github.com/magnars/optimus,2013-11-20,rank-0,49.0
Clojure,https://github.com/magnars/optimus,2013-11-21,rank-0,52.0
Clojure,https://github.com/magnars/optimus,2013-11-22,rank-0,53.0
Clojure,https://github.com/magnars/optimus,2013-11-23,rank-0,56.0
Clojure,https://github.com/magnars/optimus,2013-11-24,rank-0,64.0
Clojure,https://github.com/magnars/optimus,2013-11-25,rank-0,66.0
Clojure,https://github.com/magnars/optimus,2013-11-26,rank-0,67.0
Clojure,https://github.com/magnars/optimus,2013-11-27,rank-0,78.0
Clojure,https://github.com/magnars/optimus,2013-12-02,rank-0,80.0
Clojure,https://github.com/magnars/optimus,2013-12-03,rank-0,88.0
Clojure,https://github.com/magnars/optimus,2013-12-04,rank-0,95.0
Clojure,https://github.com/magnars/optimus,2013-12-05,rank-0,95.0
Clojure,https://github.com/magnars/optimus,2013-12-06,rank-0,96.0
Clojure,https://github.com/magnars/optimus,2013-12-07,rank-0,100.0
Clojure,https://github.com/magnars/optimus,2013-12-09,rank-0,101.0
Clojure,https://github.com/magnars/optimus,2013-12-13,rank-0,105.0
Clojure,https://github.com/magnars/optimus,2013-12-16,rank-0,109.0
Clojure,https://github.com/magnars/optimus,2013-12-28,rank-0,114.0
Clojure,https://github.com/magnars/optimus,2013-12-29,rank-0,119.0
Clojure,https://github.com/magnars/optimus,2013-12-30,rank-0,128.0
Clojure,https://github.com/magnars/optimus,2013-12-31,rank-0,129.0
Clojure,https://github.com/magnars/optimus,2014-01-02,rank-0,130.0
Clojure,https://github.com/magnars/optimus,2014-01-05,rank-0,132.0
Clojure,https://github.com/magnars/optimus,2014-01-08,rank-0,136.0
Clojure,https://github.com/magnars/optimus,2014-01-09,rank-0,138.0
Clojure,https://github.com/magnars/optimus,2014-01-12,rank-0,139.0
Clojure,https://github.com/magnars/optimus,2014-01-13,rank-0,142.0
Clojure,https://github.com/magnars/optimus,2014-01-14,rank-0,145.0
Clojure,https://github.com/magnars/optimus,2014-02-27,rank-0,146.0
Clojure,https://github.com/magnars/optimus,2014-02-28,rank-0,146.0
Clojure,https://github.com/magnars/optimus,2014-03-26,rank-0,147.0
Clojure,https://github.com/magnars/optimus,2014-03-27,rank-0,150.0
Clojure,https://github.com/magnars/optimus,2014-04-10,rank-0,151.0
Clojure,https://github.com/magnars/optimus,2014-05-02,rank-0,151.0
Clojure,https://github.com/magnars/optimus,2014-05-10,rank-0,151.0
Clojure,https://github.com/magnars/optimus,2014-05-11,rank-0,152.0
Clojure,https://github.com/magnars/optimus,2014-05-14,rank-0,154.0
Clojure,https://github.com/magnars/optimus,2014-05-27,rank-0,155.0
Clojure,https://github.com/magnars/optimus,2014-05-31,rank-0,155.0
Clojure,https://github.com/magnars/optimus,2014-06-04,rank-0,157.0
Clojure,https://github.com/magnars/optimus,2014-07-11,rank-0,158.0
Clojure,https://github.com/magnars/optimus,2014-11-27,rank-0,160.0
Clojure,https://github.com/magnars/optimus,2015-01-08,rank-0,161.0
Clojure,https://github.com/magnars/optimus,2015-01-29,rank-0,167.0
Clojure,https://github.com/magnars/optimus,2015-02-11,rank-0,170.0
Clojure,https://github.com/magnars/optimus,2015-02-18,rank-0,172.0
Clojure,https://github.com/magnars/optimus,2015-04-14,rank-0,172.0
Clojure,https://github.com/magnars/optimus,2015-04-26,rank-0,172.0
Clojure,https://github.com/magnars/optimus,2015-05-05,rank-0,172.0
Clojure,https://github.com/magnars/optimus,2015-05-17,rank-0,172.0
Clojure,https://github.com/magnars/optimus,2015-07-08,rank-0,174.0
Clojure,https://github.com/magnars/optimus,2015-07-13,rank-0,176.0
Clojure,https://github.com/magnars/optimus,2015-07-15,rank-0,179.0
Clojure,https://github.com/magnars/optimus,2015-08-13,rank-0,183.0
Clojure,https://github.com/magnars/optimus,2016-01-02,rank-0,183.0
Clojure,https://github.com/magnars/optimus,2016-01-03,rank-0,185.0
Clojure,https://github.com/magnars/optimus,2016-02-03,rank-0,186.0
Clojure,https://github.com/magnars/optimus,2016-03-12,rank-0,187.0
Clojure,https://github.com/magnars/optimus,2016-03-25,rank-0,188.0
Clojure,https://github.com/magnars/optimus,2016-04-10,rank-0,189.0
Clojure,https://github.com/magnars/optimus,2016-04-11,rank-0,191.0
Clojure,https://github.com/magnars/optimus,2016-07-22,rank-0,194.0
Clojure,https://github.com/magnars/optimus,2016-09-18,rank-0,195.0
Clojure,https://github.com/magnars/optimus,2017-01-04,rank-0,197.0
Clojure,https://github.com/magnars/optimus,2017-02-25,rank-0,198.0
Clojure,https://github.com/magnars/optimus,2017-05-02,rank-0,198.0
Clojure,https://github.com/magnars/optimus,2017-05-03,rank-0,199.0
Clojure,https://github.com/magnars/optimus,2017-09-12,rank-0,200.0
Clojure,https://github.com/magnars/optimus,2017-09-27,rank-0,202.0
Clojure,https://github.com/magnars/optimus,2018-10-29,rank-0,203.0
Clojure,https://github.com/magnars/optimus,2019-10-10,rank-0,203.0
Clojure,https://github.com/magnars/optimus,2019-10-15,rank-0,203.0
Clojure,https://github.com/magnars/optimus,2019-10-16,rank-0,203.0
Clojure,https://github.com/magnars/optimus,2019-10-20,rank-0,203.0
Clojure,https://github.com/magnars/optimus,2019-11-13,rank-0,203.0
Clojure,https://github.com/magnars/optimus,2019-11-15,rank-0,204.0
Clojure,https://github.com/magnars/optimus,2019-11-17,rank-0,204.0
Clojure,https://github.com/magnars/optimus,2019-11-28,rank-0,209.0
Clojure,https://github.com/magnars/optimus,2019-12-04,rank-0,210.0
Clojure,https://github.com/magnars/optimus,2022-02-13,rank-0,211.0
Clojure,https://github.com/magnars/optimus,2023-01-27,rank-0,214.0
Clojure,https://github.com/magnars/optimus,2023-01-29,rank-0,216.0
Clojure,https://github.com/magnars/optimus,2023-02-08,rank-0,217.0
Clojure,https://github.com/magnars/optimus,2023-10-02,rank-0,217.0
Clojure,https://github.com/magnars/optimus,2023-10-03,rank-0,218.0
Clojure,https://github.com/magnars/optimus,2023-10-13,rank-0,220.0
Clojure,https://github.com/magnars/optimus,2023-10-18,rank-0,223.0
Clojure,https://github.com/magnars/optimus,2023-10-19,rank-0,225.0
Clojure,https://github.com/magnars/optimus,2023-11-21,rank-0,226.0
Clojure,https://github.com/magnars/optimus,2013-11-07,rank-1,0.0
Clojure,https://github.com/magnars/optimus,2013-11-08,rank-1,0.0
Clojure,https://github.com/magnars/optimus,2013-11-09,rank-1,0.0
Clojure,https://github.com/magnars/optimus,2013-11-10,rank-1,0.0
Clojure,https://github.com/magnars/optimus,2013-11-11,rank-1,2.0
Clojure,https://github.com/magnars/optimus,2013-11-12,rank-1,8.0
Clojure,https://github.com/magnars/optimus,2013-11-13,rank-1,9.0
Clojure,https://github.com/magnars/optimus,2013-11-14,rank-1,11.0
Clojure,https://github.com/magnars/optimus,2013-11-15,rank-1,11.0
Clojure,https://github.com/magnars/optimus,2013-11-18,rank-1,11.0
