language,html_url,total-commits,total-other-commits,other-ratio,lifespan,size,owner,stargazers_count,log-stargazers-count,log-total-commits,log-total-other-commits,log-total-other-commits-prediction
Clojure,https://github.com/boot-clj/boot,1337.0,262.0,0.19596110695587135,P7Y10M,3062,boot-clj,1751,7.467942332285852,7.198931240688173,5.572154032177765,4.697245558856471
Clojure,https://github.com/dakrone/clj-http,1264.0,351.0,0.2776898734177215,P13Y2M1D,2029,dakrone,1745,7.4645098346365275,7.142827401161621,5.863631175598097,4.6944674868538065
Clojure,https://github.com/clj-commons/kibit,467.0,107.0,0.2291220556745182,P11Y6M1D,458,clj-commons,1744,7.463936604468925,6.148468295917647,4.68213122712422,4.694003546352635
Clojure,https://github.com/taoensso/sente,623.0,51.0,0.08186195826645265,P9Y8M13D,1634,taoensso,1716,7.447751280047908,6.436150368369428,3.9512437185814275,4.680904048196556
Clojure,https://github.com/marick/Midje,2464.0,116.0,0.04707792207792208,P12Y11M22D,73003,marick,1677,7.424761761823209,7.80994708647679,4.762173934797756,4.662297615371367
Clojure,https://github.com/arcadia-unity/Arcadia,1739.0,28.0,0.016101207590569294,P5Y11M27D,57904,arcadia-unity,1670,7.4205789054108005,7.461640392208575,3.367295829986474,4.658912244869288
Clojure,https://github.com/seancorfield/honeysql,1099.0,145.0,0.13193812556869883,P11Y4M20D,1240,seancorfield,1660,7.414572881350589,7.003065458786462,4.983606621708336,4.654051304238408
Clojure,https://github.com/clj-kondo/clj-kondo,2159.0,261.0,0.12088930060213061,P4Y8M8D,13736,clj-kondo,1626,7.3938782901077555,7.67786350067821,5.568344503761097,4.63730225721441
Clojure,https://github.com/nextjournal/clerk,975.0,71.0,0.07282051282051281,P2Y8M25D,3581,nextjournal,1621,7.390798521735676,6.883462586413092,4.276666119016055,4.6348096646001515
Clojure,https://github.com/cgrand/enlive,321.0,24.0,0.07476635514018691,P10Y4M17D,361,cgrand,1606,7.381501894506707,5.7745515455444085,3.2188758248682006,4.627285493438931
Clojure,https://github.com/dundalek/closh,734.0,22.0,0.02997275204359673,P4Y11M13D,2278,dundalek,1597,7.3758821482150125,6.5998704992128365,3.1354942159291497,4.622737184472687
Clojure,https://github.com/replikativ/datahike,1554.0,427.0,0.2747747747747748,P9Y6M25D,5115,replikativ,1558,7.351158226430694,7.349230824613334,6.059123195581797,4.602727022217049
Clojure,https://github.com/bhauman/devcards,509.0,46.0,0.09037328094302555,P6Y18D,7049,bhauman,1524,7.329093736246592,6.234410725718371,3.8501476017100584,4.5848692554548265
Clojure,https://github.com/fulcrologic/fulcro,4611.0,763.0,0.16547386684016482,P8Y2M26D,18262,fulcrologic,1497,7.311218384419629,8.436416881388949,6.638567789166521,4.570401943450101
Clojure,https://github.com/Factual/drake,486.0,125.0,0.257201646090535,P3Y3M24D,827,Factual,1481,7.300472814267799,6.18826412308259,4.836281906951478,4.561705078764021
Clojure,https://github.com/plumatic/plumbing,377.0,56.0,0.14854111405835543,P10Y7D,604,plumatic,1480,7.299797366758161,5.934894195619588,4.04305126783455,4.5611584092517585
Clojure,https://github.com/korma/Korma,491.0,126.0,0.25661914460285135,P6Y5M3D,820,korma,1477,7.29776828253138,6.198478716492308,4.844187086458591,4.559516181737758
Clojure,https://github.com/hyperfiddle/electric,2766.0,21.0,0.007592190889370932,P3Y4M16D,7682,hyperfiddle,1474,7.295735072749282,7.925518979786926,3.091042453358316,4.557870615229561
Clojure,https://github.com/dakrone/cheshire,528.0,91.0,0.17234848484848486,P12Y8M5D,1038,dakrone,1467,7.2909747781429814,6.270988431858299,4.5217885770490405,4.554017898484716
Clojure,https://github.com/clj-commons/seesaw,1048.0,56.0,0.05343511450381679,P12Y4M9D,2371,clj-commons,1441,7.273092595999522,6.955592608396297,4.04305126783455,4.539545058403073
Clojure,https://github.com/taoensso/timbre,772.0,71.0,0.09196891191709844,P11Y5M7D,1276,taoensso,1425,7.261927092702751,6.650279048587422,4.276666119016055,4.530508323269249
Clojure,https://github.com/clojure/core.logic,1957.0,123.0,0.0628513030148186,P12Y8M22D,3127,clojure,1425,7.261927092702751,7.579678823090456,4.820281565605037,4.530508323269249
Clojure,https://github.com/oakes/Nightcode,1915.0,21.0,0.010966057441253264,P6Y8M,18413,oakes,1406,7.2485040723706105,7.557994958530806,3.091042453358316,4.519644479856785
Clojure,https://github.com/nathanmarz/cascalog,1368.0,265.0,0.19371345029239767,P13Y1M19D,2416,nathanmarz,1377,7.227662498728654,7.221835825288449,5.583496308781699,4.5027764734831806
Clojure,https://github.com/metosin/reitit,1832.0,256.0,0.13973799126637554,P6Y2M23D,18971,metosin,1350,7.2078598714324755,7.513709247839705,5.54907608489522,4.4867493322900796
Clojure,https://github.com/metosin/malli,2325.0,353.0,0.1518279569892473,P4Y6M13D,6786,metosin,1335,7.19668657083435,7.75190533307861,5.869296913133774,4.477706286455769
Clojure,https://github.com/noprompt/garden,558.0,62.0,0.1111111111111111,P10Y1M3D,629,noprompt,1328,7.191429330036379,6.326149473155099,4.143134726391533,4.473451369201861
Clojure,https://github.com/facebookarchive/duckling_old,588.0,202.0,0.3435374149659864,P5Y15D,1639,facebookarchive,1322,7.186901020411631,6.3784261836515865,5.313205979041787,4.469786408152178
Clojure,https://github.com/plexus/chestnut,488.0,97.0,0.1987704918032787,P5Y1M18D,619,plexus,1318,7.183870715062453,6.192362489474872,4.584967478670572,4.467333848147735
Clojure,https://github.com/clojure/core.typed,4683.0,71.0,0.015161221439248345,P9Y11M26D,13781,clojure,1277,7.152268856032539,8.451907724717607,4.276666119016055,4.441757067397303
Clojure,https://github.com/originrose/cortex,1045.0,202.0,0.19330143540669856,P3Y10M26D,5249,originrose,1268,7.145196134997171,6.952728644624869,5.313205979041787,4.436032801775481
Clojure,https://github.com/Tensegritics/ClojureDart,1570.0,66.0,0.04203821656050955,P3Y1M25D,7312,Tensegritics,1261,7.13966033596492,7.359467638255621,4.204692619390966,4.4315524350352735
Clojure,https://github.com/clojure-liberator/liberator,406.0,89.0,0.21921182266009853,P10Y4D,1405,clojure-liberator,1257,7.136483208590247,6.008813185442595,4.499809670330265,4.428981045478688
Clojure,https://github.com/tolitius/mount,451.0,30.0,0.06651884700665188,P7Y5M27D,1653,tolitius,1210,7.098375638590786,6.113682179832232,3.4339872044851463,4.398138905404416
Clojure,https://github.com/cerner/clara-rules,654.0,68.0,0.10397553516819572,P10Y2M22D,2422,cerner,1160,7.05617528410041,6.484635235635252,4.23410650459726,4.363984294013701
Clojure,https://github.com/clojure/core.match,941.0,55.0,0.05844845908607864,P12Y4M4D,1219,clojure,1158,7.05444965813294,6.848005274576363,4.02535169073515,4.362587668676392
Clojure,https://github.com/CircleCI-Archived/frontend,18857.0,9167.0,0.4861324707005356,P5Y10M18D,56398,CircleCI-Archived,1149,7.046647277848756,9.844692506025623,9.12347443895452,4.356272857586601
Clojure,https://github.com/babashka/sci,1603.0,60.0,0.037429819089207735,P4Y3M13D,3007,babashka,1130,7.029972911706386,7.38025578842646,4.110873864173311,4.342777556358527
Clojure,https://github.com/taoensso/carmine,950.0,19.0,0.02,P11Y6M11D,2534,taoensso,1130,7.029972911706386,6.85751406254539,2.995732273553991,4.342777556358527
Clojure,https://github.com/duct-framework/duct,653.0,14.0,0.021439509954058193,P6Y9M11D,590,duct-framework,1113,7.014814351275545,6.483107351457199,2.70805020110221,4.330509063664321
Clojure,https://github.com/clojure/test.check,630.0,80.0,0.12698412698412698,P10Y17D,1284,clojure,1104,7.00669522683704,6.447305862541213,4.394449154672439,4.323937897536007
Clojure,https://github.com/metosin/compojure-api,1906.0,114.0,0.05981112277019937,P9Y1M28D,2955,metosin,1100,7.003065458786462,7.553286605600419,4.74493212836325,4.321000165881781
Clojure,https://github.com/binaryage/cljs-devtools,861.0,4.0,0.004645760743321719,P8Y2M12D,923,binaryage,1100,7.003065458786462,6.759255270663693,1.6094379124341003,4.321000165881781
Clojure,https://github.com/emezeske/lein-cljsbuild,559.0,107.0,0.19141323792486584,P9Y2M12D,840,emezeske,1096,6.999422467507961,6.327936783729195,4.68213122712422,4.318051732084967
Clojure,https://github.com/jonase/eastwood,1367.0,72.0,0.05267008046817849,P11Y9M29D,3648,jonase,1080,6.984716320118266,7.221105098182496,4.290459441148391,4.3061493972535345
Clojure,https://github.com/clojure-lsp/clojure-lsp,2884.0,438.0,0.15187239944521497,P5Y7M16D,31501,clojure-lsp,1079,6.983789965258135,7.9672801789422,6.0844994130751715,4.305399657336896
Clojure,https://github.com/4clojure/4clojure,1030.0,163.0,0.15825242718446603,P10Y3M28D,3466,4clojure,1068,6.97354301952014,6.93828448401696,5.099866427824199,4.297106351419224
Clojure,https://github.com/weavejester/cljfmt,513.0,57.0,0.1111111111111111,P8Y8M17D,580,weavejester,1061,6.966967138613983,6.2422232654551655,4.060443010546419,4.291784200465429
Clojure,https://github.com/uncomplicate/neanderthal,718.0,4.0,0.005571030640668524,P9Y3M13D,4300,uncomplicate,1036,6.943122422819428,6.577861357721047,1.6094379124341003,4.272485618462502
Clojure,https://github.com/yqrashawn/GokuRakuJoudo,232.0,29.0,0.125,P4Y11M28D,837,yqrashawn,1017,6.92461239604856,5.4510384535657,3.4011973816621555,4.2575046359843824
Clojure,https://github.com/zk/clojuredocs,667.0,44.0,0.06596701649175413,P13Y29D,11656,zk,1008,6.915723448631314,6.504288173536645,3.8066624897703196,4.250310418106952
Clojure,https://github.com/hoplon/hoplon,734.0,89.0,0.12125340599455041,P11Y2M1D,2010,hoplon,1007,6.914730892718563,6.5998704992128365,4.499809670330265,4.249507098753526
Clojure,https://github.com/taoensso/nippy,660.0,9.0,0.013636363636363636,P11Y4M2D,1482,taoensso,1002,6.90975328164481,6.493753839851686,2.302585092994046,4.2454784981900655
Clojure,https://github.com/mcohen01/amazonica,916.0,188.0,0.2052401746724891,P10Y1M24D,1373,mcohen01,996,6.903747257584598,6.821107472256465,5.241747015059643,4.240617557559185
Clojure,https://github.com/clj-commons/manifold,466.0,96.0,0.20600858369098712,P9Y8M26D,1605,clj-commons,993,6.900730664045173,6.1463292576688975,4.574710978503383,4.238176095128193
Clojure,https://github.com/juxt/bidi,548.0,71.0,0.12956204379562045,P6Y1M30D,730,juxt,984,6.891625897052253,6.3080984415095305,4.276666119016055,4.230807204932802
Clojure,https://github.com/clj-python/libpython-clj,661.0,23.0,0.03479576399394856,P4Y5M20D,2484,clj-python,980,6.887552571664617,6.495265555937008,3.1780538303479458,4.227510482728386
Clojure,https://github.com/juji-io/datalevin,2130.0,124.0,0.05821596244131456,P9Y7M7D,10172,juji-io,974,6.881411303642535,7.664346632098617,4.8283137373023015,4.222540083183796
Clojure,https://github.com/mogenslund/liquid,690.0,11.0,0.015942028985507246,P5Y4M7D,1389,mogenslund,952,6.858565034791365,6.53813982376767,2.4849066497880004,4.204049588405667
Clojure,https://github.com/yogthos/Selmer,818.0,131.0,0.16014669926650366,P9Y11M14D,1296,yogthos,946,6.852242569051878,6.70808408385307,4.882801922586371,4.19893253754268
Clojure,https://github.com/oakes/play-clj,808.0,18.0,0.022277227722772276,P5Y2M10D,57851,oakes,943,6.849066282633458,6.695798917058491,2.9444389791664403,4.196361828609145
Clojure,https://github.com/HumbleUI/HumbleUI,227.0,13.0,0.05726872246696035,P2Y1M,3496,HumbleUI,942,6.848005274576363,5.429345628954441,2.6390573296152584,4.195503107910939
Clojure,https://github.com/funcool/cats,1072.0,130.0,0.12126865671641791,P7Y8M9D,1632,funcool,936,6.841615476477592,6.9782137426306985,4.875197323201151,4.190331561994698
Clojure,https://github.com/thi-ng/geom,1263.0,10.0,0.00791765637371338,P10Y2M11D,5374,thi-ng,930,6.835184586147301,7.142036574706803,2.3978952727983707,4.185126758319946
Clojure,https://github.com/bhb/expound,1103.0,12.0,0.010879419764279238,P5Y11M,1512,bhb,914,6.81783057145415,7.00669522683704,2.5649493574615367,4.1710813874914
Clojure,https://github.com/braidchat/braid,3558.0,72.0,0.02023608768971332,P5Y10M29D,6255,braidchat,905,6.807934943699926,8.177234885510194,4.290459441148391,4.16307241873997
Clojure,https://github.com/puniverse/pulsar,693.0,23.0,0.03318903318903319,P4Y3M18D,4023,puniverse,902,6.804614520062624,6.542471960506805,3.1780538303479458,4.160385053186905
Clojure,https://github.com/cljfx/cljfx,307.0,18.0,0.05863192182410423,P4Y7M26D,1296,cljfx,892,6.79346613258001,5.730099782973574,2.9444389791664403,4.151362170637691
Clojure,https://github.com/noprompt/meander,1441.0,55.0,0.03816793893129771,P5Y7M15D,3198,noprompt,887,6.787844982309579,7.273786317844895,4.02535169073515,4.146812725369426
Clojure,https://github.com/clj-commons/etaoin,794.0,57.0,0.07178841309823678,P6Y6M15D,5264,clj-commons,879,6.778784897685177,6.678342114654332,4.060443010546419,4.139479998589039
Clojure,https://github.com/mtgred/netrunner,14015.0,6515.0,0.46485907955761685,P9Y7M9D,78140,mtgred,871,6.769641976852503,9.547954813176172,8.782015969721936,4.132080228805416
Clojure,https://github.com/aysylu/loom,273.0,84.0,0.3076923076923077,P12Y8M11D,572,aysylu,870,6.76849321164863,5.6131281063880705,4.442651256490317,4.131150482371023
Clojure,https://github.com/gigasquid/wonderland-clojure-katas,367.0,141.0,0.38419618528610355,P8Y10M15D,378,gigasquid,855,6.75110146893676,5.908082938168931,4.955827057601261,4.117074576590026
Clojure,https://github.com/funcool/buddy,479.0,15.0,0.031315240083507306,P7Y3M17D,552,funcool,824,6.714170529909472,6.173786103901937,2.772588722239781,4.0871847359476
Clojure,https://github.com/metasoarous/oz,604.0,35.0,0.057947019867549666,P6Y9M8D,27789,metasoarous,814,6.70196036600254,6.405228458030842,3.58351893845611,4.077302510826639
Clojure,https://github.com/pallet/pallet,2438.0,83.0,0.034044298605414275,P6Y2M10D,13561,pallet,805,6.690842277418564,7.79934339821592,4.430816798843313,4.068304150514765
Clojure,https://github.com/clojupyter/clojupyter,299.0,62.0,0.20735785953177258,P8Y5M28D,33186,clojupyter,797,6.680854678790215,5.703782474656201,4.143134726391533,4.060220745671437
Clojure,https://github.com/babashka/nbb,1025.0,40.0,0.03902439024390244,P2Y3M,1817,babashka,791,6.673297967767654,6.933423025730715,3.713572066704308,4.054104765569269
Clojure,https://github.com/djblue/portal,1798.0,69.0,0.03837597330367074,P3Y6M,6363,djblue,791,6.673297967767654,7.4949862339505335,4.248495242049359,4.054104765569269
Clojure,https://github.com/oakes/Nightlight,541.0,2.0,0.0036968576709796672,P3Y2M28D,3235,oakes,789,6.670766320845874,6.295266001439646,1.0986122886681098,4.052055791861912
Clojure,https://github.com/day8/re-com,1749.0,159.0,0.09090909090909091,P9Y4M10D,5493,day8,785,6.665683717782408,7.4673710669175595,5.075173815233827,4.047942216642408
Clojure,https://github.com/plumatic/dommy,337.0,66.0,0.19584569732937684,P3Y,345,plumatic,758,6.630683385642372,5.823045895483019,4.204692619390966,4.019614901452163
Clojure,https://github.com/lambdaisland/kaocha,1369.0,156.0,0.1139517896274653,P5Y5M27D,1619,lambdaisland,756,6.628041376179533,7.222566018822171,5.056245805348308,4.017476606464276
Clojure,https://github.com/dakrone/clojure-opennlp,313.0,39.0,0.12460063897763578,P8Y6M25D,33612,dakrone,745,6.61338421837956,5.749392985908253,3.6888794541139363,4.005613921072269
Clojure,https://github.com/noir-clojure/noir,264.0,35.0,0.13257575757575757,P1Y7M3D,780,noir-clojure,742,6.60934924316738,5.579729825986222,3.58351893845611,4.002348237359243
Clojure,https://github.com/sicmutils/sicmutils,1188.0,19.0,0.015993265993265993,P8Y4M16D,5840,sicmutils,738,6.6039438246004725,7.080867896690782,2.995732273553991,3.9979733932901245
Clojure,https://github.com/clojure/java.jdbc,788.0,27.0,0.03426395939086294,P12Y4M13D,2056,clojure,709,6.5638555265321274,6.670766320845874,3.332204510175204,3.965528162476915
Clojure,https://github.com/ztellman/lamina,704.0,28.0,0.03977272727272727,P4Y2M18D,4589,ztellman,708,6.56244409369372,6.558197802812269,3.367295829986474,3.964385827520679
Clojure,https://github.com/cognitect-labs/aws-api,691.0,20.0,0.02894356005788712,P4Y11M9D,1283,cognitect-labs,705,6.558197802812269,6.539585955617669,3.044522437723423,3.9609491167001347
Clojure,https://github.com/seancorfield/next-jdbc,904.0,27.0,0.029867256637168143,P4Y10M3D,1373,seancorfield,701,6.55250788703459,6.807934943699926,3.332204510175204,3.956344016468646
Clojure,https://github.com/nrepl/nrepl,1078.0,268.0,0.24860853432282004,P13Y1M25D,2364,nrepl,698,6.548219102762372,6.983789965258135,5.594711379601839,3.952872913869505
Clojure,https://github.com/mikera/core.matrix,2697.0,317.0,0.11753800519095291,P9Y11M5D,5147,mikera,693,6.541029999189903,7.900266036767701,5.762051382780177,3.9470544547183795
Clojure,https://github.com/r0man/sablono,545.0,21.0,0.03853211009174312,P6Y5M1D,675,r0man,691,6.53813982376767,6.302618975744905,3.091042453358316,3.9447153080550525
Clojure,https://github.com/district0x/ethlance,1182.0,36.0,0.030456852791878174,P7Y,25219,district0x,684,6.52795791762255,7.075808863978387,3.6109179126442243,3.9364746415534806
Clojure,https://github.com/flosell/lambdacd,1354.0,25.0,0.01846381093057607,P8Y3M11D,21548,flosell,672,6.51025834052315,7.2115567333138015,3.258096538021482,3.922149591801874
Clojure,https://github.com/JulianBirch/cljs-ajax,337.0,121.0,0.3590504451038576,P8Y5M5D,380,JulianBirch,665,6.499787040655854,5.823045895483019,4.804021044733257,3.913674706174914
Clojure,https://github.com/clojure/tools.nrepl,359.0,25.0,0.06963788300835655,P9Y8M28D,839,clojure,662,6.495265555937008,5.886104031450156,3.258096538021482,3.910015268823115
Clojure,https://github.com/weavejester/codox,482.0,33.0,0.06846473029045644,P11Y8M6D,585,weavejester,655,6.484635235635252,6.180016653652572,3.5263605246161616,3.9014116809326826
Clojure,https://github.com/clj-pdf/clj-pdf,724.0,108.0,0.14917127071823205,P11Y7M16D,16633,clj-pdf,654,6.483107351457199,6.586171654854675,4.6913478822291435,3.900175096762203
Clojure,https://github.com/clojure-emacs/cider-nrepl,1912.0,631.0,0.33002092050209203,P9Y11M3D,3318,clojure-emacs,649,6.47543271670409,7.556427969440253,6.448889394146858,3.8939636757747826
Clojure,https://github.com/CoNarrative/precept,490.0,1.0,0.0020408163265306124,P1Y9M20D,1325,CoNarrative,648,6.473890696352274,6.19644412779452,0.6931471805599453,3.8927156505743103
Clojure,https://github.com/clojure-android/lein-droid,412.0,16.0,0.038834951456310676,P4Y5M28D,728,clojure-android,644,6.467698726104354,6.023447592961033,2.833213344056216,3.887704215478218
Clojure,https://github.com/luminus-framework/luminus-template,2144.0,261.0,0.12173507462686567,P10Y8M24D,2958,luminus-framework,642,6.464588303689961,7.6708948313621175,5.568344503761097,3.885186813193155
Clojure,https://github.com/bhauman/figwheel-main,777.0,75.0,0.09652509652509653,P4Y1M6D,2355,bhauman,626,6.439350371100098,6.656726524178391,4.330733340286331,3.864760639282497
Clojure,https://github.com/threatgrid/asami,832.0,10.0,0.01201923076923077,P3Y11M21D,34706,threatgrid,620,6.429719478039138,6.725033642166843,2.3978952727983707,3.8569659320148673
Clojure,https://github.com/yogthos/migratus,428.0,102.0,0.2383177570093458,P11Y11M19D,613,yogthos,617,6.424869023905388,6.061456918928017,4.634728988229636,3.8530402451810173
Clojure,https://github.com/day8/re-frame-10x,1479.0,289.0,0.19540229885057472,P7Y27D,18098,day8,616,6.423246963533519,7.299797366758161,5.66988092298052,3.8517274400559773
Clojure,https://github.com/jacobobryant/biff,607.0,18.0,0.029654036243822075,P3Y8M5D,1617,jacobobryant,616,6.423246963533519,6.410174881966167,2.9444389791664403,3.8517274400559773
Clojure,https://github.com/sorenmacbeth/flambo,491.0,102.0,0.20773930753564154,P4Y6M24D,729,sorenmacbeth,607,6.408528791059498,6.198478716492308,4.634728988229636,3.8398153727925055
Clojure,https://github.com/mjul/docjure,289.0,60.0,0.20761245674740483,P12Y7M,592,mjul,603,6.401917196727186,5.66988092298052,4.110873864173311,3.8344643173850277
Clojure,https://github.com/danielsz/system,549.0,55.0,0.10018214936247723,P9Y2M29D,1927,danielsz,603,6.401917196727186,6.309918278226516,4.02535169073515,3.8344643173850277
