language,html_url,date,all-commits,committer,commits
Clojure,https://github.com/nilenso/goose,2022-04-07,1.0,rank-0,0
Clojure,https://github.com/nilenso/goose,2022-05-12,2.0,rank-0,1
Clojure,https://github.com/nilenso/goose,2022-05-19,4.0,rank-0,3
Clojure,https://github.com/nilenso/goose,2022-05-23,5.0,rank-0,4
Clojure,https://github.com/nilenso/goose,2022-05-24,8.0,rank-0,7
Clojure,https://github.com/nilenso/goose,2022-05-26,9.0,rank-0,8
Clojure,https://github.com/nilenso/goose,2022-05-27,12.0,rank-0,11
Clojure,https://github.com/nilenso/goose,2022-05-30,15.0,rank-0,14
Clojure,https://github.com/nilenso/goose,2022-05-31,16.0,rank-0,15
Clojure,https://github.com/nilenso/goose,2022-06-01,21.0,rank-0,20
Clojure,https://github.com/nilenso/goose,2022-06-02,26.0,rank-0,25
Clojure,https://github.com/nilenso/goose,2022-06-03,28.0,rank-0,27
Clojure,https://github.com/nilenso/goose,2022-06-06,29.0,rank-0,28
Clojure,https://github.com/nilenso/goose,2022-06-07,32.0,rank-0,31
Clojure,https://github.com/nilenso/goose,2022-06-08,37.0,rank-0,36
Clojure,https://github.com/nilenso/goose,2022-06-09,49.0,rank-0,48
Clojure,https://github.com/nilenso/goose,2022-06-22,51.0,rank-0,50
Clojure,https://github.com/nilenso/goose,2022-06-27,55.0,rank-0,54
Clojure,https://github.com/nilenso/goose,2022-06-30,56.0,rank-0,55
Clojure,https://github.com/nilenso/goose,2022-07-01,58.0,rank-0,57
Clojure,https://github.com/nilenso/goose,2022-07-05,63.0,rank-0,62
Clojure,https://github.com/nilenso/goose,2022-07-07,67.0,rank-0,66
Clojure,https://github.com/nilenso/goose,2022-07-08,70.0,rank-0,69
Clojure,https://github.com/nilenso/goose,2022-07-11,74.0,rank-0,73
Clojure,https://github.com/nilenso/goose,2022-07-12,78.0,rank-0,77
Clojure,https://github.com/nilenso/goose,2022-07-14,79.0,rank-0,78
Clojure,https://github.com/nilenso/goose,2022-07-15,81.0,rank-0,80
Clojure,https://github.com/nilenso/goose,2022-07-18,84.0,rank-0,83
Clojure,https://github.com/nilenso/goose,2022-07-19,90.0,rank-0,89
Clojure,https://github.com/nilenso/goose,2022-07-21,93.0,rank-0,92
Clojure,https://github.com/nilenso/goose,2022-07-22,95.0,rank-0,94
Clojure,https://github.com/nilenso/goose,2022-07-23,96.0,rank-0,95
