language,html_url,date,all-commits,committer,commits
Clojure,https://github.com/latte-central/LaTTe,2015-03-04,3.0,rank-0,2
Clojure,https://github.com/latte-central/LaTTe,2015-03-05,4.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-06,5.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-07,6.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-08,7.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-09,9.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-10,10.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-11,11.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-12,12.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-03-19,13.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-04-06,14.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-05-09,15.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-05-12,16.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-08-05,17.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-10-22,18.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2015-10-23,19.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-15,21.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-16,25.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-17,30.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-20,33.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-21,36.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-22,42.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-23,44.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-24,46.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-27,48.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-28,49.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-29,55.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-06-30,60.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-01,63.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-04,70.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-05,77.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-07,84.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-08,88.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-11,94.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-12,95.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-13,100.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-14,101.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-17,102.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-25,107.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-26,109.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-27,112.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-28,117.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-29,123.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-07-31,124.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-01,125.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-02,129.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-03,131.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-05,136.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-08,139.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-09,145.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-10,148.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-08-11,149.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-09-02,150.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-09-04,152.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-09-05,153.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-09-20,156.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-09-28,159.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-09-29,161.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-03,162.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-05,163.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-07,164.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-08,166.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-09,168.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-13,169.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-18,171.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-19,172.0,rank-0,3
Clojure,https://github.com/latte-central/LaTTe,2016-10-20,173.0,rank-0,3
