html_url,language,n-contributors,right.html_url,right.language,size,owner,stargazers_count
https://github.com/fulcrologic/fulcro-rad,Clojure,28,https://github.com/fulcrologic/fulcro-rad,Clojure,1564,fulcrologic,190
https://github.com/otto-de/tesla-microservice,Clojure,33,https://github.com/otto-de/tesla-microservice,Clojure,407,otto-de,188
https://github.com/michaelklishin/validateur,Clojure,22,https://github.com/michaelklishin/validateur,Clojure,224,michaelklishin,182
https://github.com/boot-clj/boot-cljs,Clojure,24,https://github.com/boot-clj/boot-cljs,Clojure,390,boot-clj,177
https://github.com/lvh/caesium,Clojure,23,https://github.com/lvh/caesium,Clojure,496,lvh,174
https://github.com/ngrunwald/ring-middleware-format,Clojure,29,https://github.com/ngrunwald/ring-middleware-format,Clojure,283,ngrunwald,164
https://github.com/clj-commons/iapetos,Clojure,24,https://github.com/clj-commons/iapetos,Clojure,262,clj-commons,164
https://github.com/clojure-grimoire/grimoire,Clojure,26,https://github.com/clojure-grimoire/grimoire,Clojure,14104,clojure-grimoire,159
https://github.com/jochu/swank-clojure,Clojure,45,https://github.com/jochu/swank-clojure,Clojure,742,jochu,156
https://github.com/Raynes/lazybot,Clojure,31,https://github.com/Raynes/lazybot,Clojure,2320,Raynes,152
https://github.com/exercism/clojure,Clojure,160,https://github.com/exercism/clojure,Clojure,1585,exercism,151
https://github.com/babashka/fs,Clojure,22,https://github.com/babashka/fs,Clojure,337,babashka,141
