html_url,language,n-contributors,right.html_url,right.language,size,owner,stargazers_count,log-stargazers,log-contributors,log-stargazers-prediction
https://github.com/weavejester/ragtime,Clojure,32,https://github.com/weavejester/ragtime,Clojure,368,weavejester,588,6.376726947898627,3.4657359027997265,6.361962067709976
https://github.com/metosin/spec-tools,Clojure,47,https://github.com/metosin/spec-tools,Clojure,1087,metosin,587,6.375024819828097,3.8501476017100584,6.699462417603931
https://github.com/lilactown/helix,Clojure,29,https://github.com/lilactown/helix,Clojure,3461,lilactown,586,6.373319789577012,3.367295829986474,6.275535043994944
https://github.com/clj-commons/pretty,Clojure,25,https://github.com/clj-commons/pretty,Clojure,1687,clj-commons,580,6.363028103540465,3.2188758248682006,6.1452273457623665
https://github.com/drewr/postal,Clojure,39,https://github.com/drewr/postal,Clojure,261,drewr,578,6.359573868672378,3.6635616461296463,6.535646317646015
https://github.com/r0man/cljs-http,Clojure,46,https://github.com/r0man/cljs-http,Clojure,229,r0man,576,6.3561076606958915,3.828641396489095,6.680580703526182
https://github.com/day8/re-frame-template,Clojure,56,https://github.com/day8/re-frame-template,Clojure,1232,day8,575,6.354370040797351,4.02535169073515,6.853285627242024
https://github.com/juxt/tick,Clojure,43,https://github.com/juxt/tick,Clojure,3270,juxt,570,6.345636360828596,3.7612001156935624,6.621369561070557
https://github.com/dvcrn/proton,Clojure,28,https://github.com/dvcrn/proton,Clojure,4861,dvcrn,569,6.343880434126331,3.332204510175204,6.244726063029702
https://github.com/clj-commons/rewrite-clj,Clojure,25,https://github.com/clj-commons/rewrite-clj,Clojure,5938,clj-commons,568,6.342121418721152,3.2188758248682006,6.1452273457623665
https://github.com/takeoutweight/clojure-scheme,Clojure,60,https://github.com/takeoutweight/clojure-scheme,Clojure,3818,takeoutweight,564,6.335054251498059,4.0943445622221,6.913859013361748
https://github.com/xsc/lein-ancient,Clojure,21,https://github.com/xsc/lein-ancient,Clojure,521,xsc,560,6.327936783729195,3.044522437723423,5.992151023336799
https://github.com/clj-commons/potemkin,Clojure,28,https://github.com/clj-commons/potemkin,Clojure,206,clj-commons,558,6.324358962381311,3.332204510175204,6.244726063029702
https://github.com/Netflix/PigPen,Clojure,25,https://github.com/Netflix/PigPen,Clojure,1821,Netflix,551,6.311734809152915,3.2188758248682006,6.1452273457623665
https://github.com/yogthos/markdown-clj,Clojure,55,https://github.com/yogthos/markdown-clj,Clojure,1415,yogthos,526,6.26530121273771,4.007333185232471,6.837465994465607
https://github.com/cljdoc/cljdoc,Clojure,75,https://github.com/cljdoc/cljdoc,Clojure,18287,cljdoc,523,6.259581464064923,4.31748811353631,7.109771434494104
https://github.com/brandonbloom/fipp,Clojure,23,https://github.com/brandonbloom/fipp,Clojure,213,brandonbloom,514,6.2422232654551655,3.1354942159291497,6.072021139313861
https://github.com/richhickey/clojure-contrib,Clojure,23,https://github.com/richhickey/clojure-contrib,Clojure,4439,richhickey,507,6.2285110035911835,3.1354942159291497,6.072021139313861
https://github.com/relevance/labrepl,Clojure,21,https://github.com/relevance/labrepl,Clojure,2222,relevance,503,6.220590170099739,3.044522437723423,5.992151023336799
https://github.com/juxt/edge,Clojure,31,https://github.com/juxt/edge,Clojure,2768,juxt,499,6.212606095751519,3.4339872044851463,6.3340877943196965
https://github.com/weavejester/lein-ring,Clojure,45,https://github.com/weavejester/lein-ring,Clojure,254,weavejester,499,6.212606095751519,3.8066624897703196,6.661283973668843
https://github.com/cloverage/cloverage,Clojure,70,https://github.com/cloverage/cloverage,Clojure,717,cloverage,498,6.210600077024653,4.248495242049359,7.049198048374381
https://github.com/clj-commons/pomegranate,Clojure,34,https://github.com/clj-commons/pomegranate,Clojure,357,clj-commons,494,6.202535517187923,3.5263605246161616,6.415188416266054
https://github.com/oliyh/martian,Clojure,28,https://github.com/oliyh/martian,Clojure,22853,oliyh,486,6.186208623900494,3.332204510175204,6.244726063029702
https://github.com/noir-clojure/lib-noir,Clojure,24,https://github.com/noir-clojure/lib-noir,Clojure,288,noir-clojure,484,6.182084906716632,3.1780538303479458,6.109387028017071
https://github.com/michaelklishin/monger,Clojure,66,https://github.com/michaelklishin/monger,Clojure,1977,michaelklishin,477,6.1675164908883415,4.189654742026425,6.997538097852667
https://github.com/clj-commons/gloss,Clojure,25,https://github.com/clj-commons/gloss,Clojure,361,clj-commons,476,6.16541785423142,3.2188758248682006,6.1452273457623665
https://github.com/clj-easy/graalvm-clojure,Clojure,28,https://github.com/clj-easy/graalvm-clojure,Clojure,155,clj-easy,475,6.163314804034641,3.332204510175204,6.244726063029702
https://github.com/squint-cljs/squint,Clojure,27,https://github.com/squint-cljs/squint,Clojure,1560,squint-cljs,474,6.161207321695077,3.295836866004329,6.212796512843584
https://github.com/nrepl/piggieback,Clojure,23,https://github.com/nrepl/piggieback,Clojure,233,nrepl,474,6.161207321695077,3.1354942159291497,6.072021139313861
https://github.com/funcool/promesa,Clojure,33,https://github.com/funcool/promesa,Clojure,1440,funcool,464,6.139884552226255,3.4965075614664802,6.388978533640346
